alignment_deviation,body_visibility,forward_head_posture,frame_idx,frame_name,head_tilt_angle,knee_angle,left_shoulder_elev,lower_body_visible,neck_flexion,right_shoulder_elev,shoulder_symmetry,source_video,stance_stability,task_label,timestamp_sec,trunk_flexion,upper_body_visible,weight_shift_offset,wrist_deviation_angle
11.05,2.0,62.62,8350,yt_01_008350.jpg,62.62,173.17,146.07,True,84.99,146.17,3.03,video_1,0.7,Assembly Work,0.0,135.72,True,3.15,63.48
10.0,2.0,57.09,8400,yt_01_008400.jpg,57.09,165.31,143.24,True,84.45,145.46,0.67,video_1,0.7,Assembly Work,0.0,144.59,True,1.77,59.64
9.78,2.0,60.2,8450,yt_01_008450.jpg,60.2,172.06,140.59,True,57.85,141.77,3.25,video_1,0.7,Assembly Work,0.0,141.54,True,2.04,50.33
10.24,2.0,57.55,8500,yt_01_008500.jpg,57.55,167.09,143.13,True,65.89,146.76,5.23,video_1,0.7,Assembly Work,0.0,141.8,True,2.0,54.92
10.3,2.0,51.7,8550,yt_01_008550.jpg,51.7,170.49,138.56,True,67.81,142.03,1.9,video_1,0.7,Assembly Work,0.0,140.5,True,2.33,53.98
10.15,2.0,59.02,8600,yt_01_008600.jpg,59.02,171.11,142.71,True,64.0,141.95,3.04,video_1,0.7,Assembly Work,0.0,138.58,True,2.6,52.38
9.74,2.0,57.06,8650,yt_01_008650.jpg,57.06,177.71,143.7,True,60.0,145.02,6.32,video_1,0.7,Assembly Work,0.0,140.47,True,1.91,50.83
9.88,2.0,54.03,8700,yt_01_008700.jpg,54.03,176.02,143.65,True,64.39,144.78,4.36,video_1,0.7,Assembly Work,0.0,140.08,True,2.29,51.44
10.7,2.0,53.65,8750,yt_01_008750.jpg,53.65,148.74,147.77,True,106.08,141.82,2.98,video_1,0.7,Assembly Work,0.0,140.33,True,1.69,69.35
10.07,2.0,56.89,8800,yt_01_008800.jpg,56.89,164.72,138.4,True,67.61,125.75,12.46,video_1,0.7,Assembly Work,0.0,130.83,True,4.58,59.2
10.69,2.0,64.21,8850,yt_01_008850.jpg,64.21,142.98,151.43,True,70.73,150.37,9.24,video_1,0.7,Assembly Work,0.0,141.35,True,3.04,61.48
10.26,2.0,57.61,8900,yt_01_008900.jpg,57.61,156.92,145.73,True,80.67,136.64,8.34,video_1,0.7,Assembly Work,0.0,139.24,True,2.59,58.27
9.25,2.0,58.92,8950,yt_01_008950.jpg,58.92,173.42,136.97,True,55.68,140.36,0.33,video_1,0.7,Assembly Work,0.0,140.31,True,1.89,55.11
8.22,2.0,49.98,9000,yt_01_009000.jpg,49.98,152.27,140.01,True,69.16,151.16,14.86,video_1,0.7,Assembly Work,0.0,138.21,True,1.93,50.08
8.74,2.0,54.46,9050,yt_01_009050.jpg,54.46,113.76,132.33,True,63.81,135.55,3.18,video_1,0.7,Assembly Work,0.0,137.05,True,2.24,53.62
9.13,2.0,49.98,9100,yt_01_009100.jpg,49.98,173.89,158.69,True,123.83,150.9,40.07,video_1,0.7,Assembly Work,0.0,133.35,True,0.87,72.55
7.21,2.0,44.98,9150,yt_01_009150.jpg,44.98,116.38,158.52,True,122.8,93.72,9.33,video_1,0.7,Assembly Work,0.0,91.98,True,8.82,65.95
9.63,2.0,43.98,9200,yt_01_009200.jpg,43.98,166.31,156.41,True,91.38,159.84,13.49,video_1,0.7,Assembly Work,0.0,145.73,True,0.71,29.34
8.33,2.0,56.48,9250,yt_01_009250.jpg,56.48,58.51,166.02,True,86.34,68.93,25.96,video_1,0.7,Assembly Work,0.0,83.95,True,10.7,53.52
5.45,2.0,48.97,9300,yt_01_009300.jpg,48.97,154.26,131.96,True,44.81,154.53,26.9,video_1,0.7,Assembly Work,0.0,121.54,True,2.17,44.52
7.19,2.0,28.47,9350,yt_01_009350.jpg,28.47,137.18,133.21,True,132.32,145.31,17.87,video_1,0.7,Assembly Work,0.0,129.15,True,1.31,54.39
11.02,2.0,39.03,9400,yt_01_009400.jpg,39.03,174.51,159.2,True,108.3,178.7,2.29,video_1,0.7,Assembly Work,0.0,148.37,True,0.54,47.36
10.57,2.0,43.96,9450,yt_01_009450.jpg,43.96,179.39,155.15,True,96.81,169.38,2.06,video_1,0.7,Assembly Work,0.0,146.88,True,0.01,45.38
11.31,2.0,55.02,9500,yt_01_009500.jpg,55.02,168.93,171.46,True,84.55,169.69,9.88,video_1,0.7,Assembly Work,0.0,157.27,True,0.86,44.82
10.4,2.0,26.86,9550,yt_01_009550.jpg,26.86,173.71,153.09,True,141.26,120.27,7.89,video_1,0.7,Assembly Work,0.0,132.65,True,1.53,38.18
10.23,2.0,23.43,9600,yt_01_009600.jpg,23.43,171.75,164.98,True,143.72,113.49,2.25,video_1,0.7,Assembly Work,0.0,134.94,True,0.86,37.4
9.91,2.0,62.59,9650,yt_01_009650.jpg,62.59,158.07,150.94,True,62.39,146.94,5.29,video_1,0.7,Assembly Work,0.0,138.55,True,4.01,60.25
8.16,2.0,52.69,9700,yt_01_009700.jpg,52.69,157.61,138.97,True,88.05,135.06,0.05,video_1,0.7,Assembly Work,0.0,131.3,True,1.79,51.29
8.3,2.0,51.03,9750,yt_01_009750.jpg,51.03,127.68,136.7,True,98.42,133.83,1.3,video_1,0.7,Assembly Work,0.0,131.17,True,1.46,48.89
11.61,2.0,44.95,9800,yt_01_009800.jpg,44.95,173.08,175.93,True,97.99,156.64,11.9,video_1,0.7,Assembly Work,0.0,153.28,True,0.02,73.1
11.04,2.0,48.36,9850,yt_01_009850.jpg,48.36,168.44,165.18,True,125.72,178.78,6.08,video_1,0.7,Assembly Work,0.0,162.75,True,0.77,44.99
10.99,2.0,49.93,9900,yt_01_009900.jpg,49.93,175.07,152.73,True,103.36,167.06,4.1,video_1,0.7,Assembly Work,0.0,155.49,True,0.05,55.78
11.2,2.0,19.01,9950,yt_01_009950.jpg,19.01,173.95,164.89,True,178.86,170.35,9.41,video_1,0.7,Assembly Work,0.0,167.7,True,2.38,26.19
7.65,2.0,47.55,60,yt_02_000060.jpg,47.55,52.13,114.61,True,43.51,127.12,17.01,video_2,0.7,Assembly Work,0.0,110.57,True,2.32,41.01
6.48,2.0,26.03,120,yt_02_000120.jpg,26.03,143.79,128.13,True,129.88,131.6,11.53,video_2,0.7,Assembly Work,0.0,125.04,True,1.14,27.6
11.4,2.0,80.34,180,yt_02_000180.jpg,80.34,14.33,129.17,True,20.1,143.28,56.48,video_2,0.7,Assembly Work,0.0,121.78,True,5.17,50.75
11.51,2.0,72.92,240,yt_02_000240.jpg,72.92,34.77,133.76,True,33.69,153.59,36.05,video_2,0.7,Assembly Work,0.0,117.63,True,5.94,30.16
6.31,2.0,47.87,300,yt_02_000300.jpg,47.87,18.13,147.51,True,37.8,162.12,13.66,video_2,0.7,Assembly Work,0.0,133.36,True,0.79,33.17
5.48,2.0,3.89,360,yt_02_000360.jpg,3.89,62.01,144.2,True,171.58,134.26,5.24,video_2,0.7,Assembly Work,0.0,141.29,True,2.68,13.22
8.08,2.0,27.24,420,yt_02_000420.jpg,27.24,87.09,172.24,True,174.59,169.43,3.0,video_2,0.7,Assembly Work,0.0,149.77,True,4.08,20.92
7.31,2.0,0.92,480,yt_02_000480.jpg,0.92,61.57,166.43,True,166.94,103.26,6.22,video_2,0.7,Assembly Work,0.0,152.28,True,5.41,20.35
15.38,2.0,21.11,540,yt_02_000540.jpg,21.11,61.88,119.3,True,75.82,164.8,42.72,video_2,0.7,Assembly Work,0.0,148.8,True,2.49,34.62
9.61,2.0,45.77,600,yt_02_000600.jpg,45.77,178.03,94.09,True,44.14,119.27,22.99,video_2,0.7,Assembly Work,0.0,134.8,True,2.38,8.83
3.23,2.0,7.8,660,yt_02_000660.jpg,7.8,129.94,167.2,True,175.31,179.67,14.43,video_2,0.7,Assembly Work,0.0,169.21,True,4.31,34.42
6.07,2.0,2.84,720,yt_02_000720.jpg,2.84,49.1,154.28,True,148.24,145.83,7.76,video_2,0.7,Assembly Work,0.0,145.71,True,2.15,10.4
4.54,2.0,8.99,780,yt_02_000780.jpg,8.99,173.81,96.03,True,104.43,114.05,5.62,video_2,0.7,Assembly Work,0.0,141.07,True,0.75,14.19
7.04,2.0,20.77,840,yt_02_000840.jpg,20.77,141.71,179.51,True,172.9,160.26,15.9,video_2,0.7,Assembly Work,0.0,158.62,True,7.51,15.21
6.72,2.0,30.93,900,yt_02_000900.jpg,30.93,109.66,121.03,True,27.83,175.61,11.57,video_2,0.7,Assembly Work,0.0,116.46,True,3.43,19.38
3.37,2.0,13.25,960,yt_02_000960.jpg,13.25,142.38,153.13,True,86.23,166.09,7.53,video_2,0.7,Assembly Work,0.0,133.53,True,0.91,28.87
9.65,2.0,55.77,1020,yt_02_001020.jpg,55.77,29.09,103.63,True,21.31,127.9,34.92,video_2,0.7,Assembly Work,0.0,108.45,True,4.99,14.89
7.92,2.0,23.21,1140,yt_02_001140.jpg,23.21,108.27,142.62,True,97.85,75.07,2.76,video_2,0.7,Assembly Work,0.0,94.05,True,5.35,10.64
5.23,2.0,37.28,1200,yt_02_001200.jpg,37.28,75.58,139.85,True,44.48,149.95,12.35,video_2,0.7,Assembly Work,0.0,125.59,True,1.44,26.38
32.69,2.0,120.7,420,yt_03_000420.jpg,120.7,127.98,25.3,True,48.18,6.8,240.89,video_3,0.7,Assembly Work,0.0,46.91,True,51.6,80.77
15.66,2.0,38.44,480,yt_03_000480.jpg,38.44,172.63,8.67,True,77.45,9.15,9.67,video_3,0.7,Assembly Work,0.0,69.12,True,1.35,5.84
2.49,2.0,6.42,720,yt_03_000720.jpg,6.42,136.98,163.23,True,99.56,146.98,43.03,video_3,0.7,Assembly Work,0.0,117.84,True,1.32,28.46
4.83,2.0,36.32,780,yt_03_000780.jpg,36.32,119.18,131.67,True,109.67,130.24,12.0,video_3,0.7,Assembly Work,0.0,136.75,True,2.78,24.29
16.37,2.0,80.55,960,yt_03_000960.jpg,80.55,162.9,8.37,True,22.15,19.21,76.2,video_3,0.7,Assembly Work,0.0,6.92,True,20.51,42.38
43.63,2.0,123.42,1080,yt_03_001080.jpg,123.42,176.23,109.99,True,179.05,135.11,11.15,video_3,0.7,Assembly Work,0.0,139.54,True,2.29,160.89
49.07,2.0,48.38,1140,yt_03_001140.jpg,48.38,178.87,115.3,True,168.01,130.04,11.39,video_3,0.7,Assembly Work,0.0,136.59,True,4.28,98.8
10.44,2.0,54.65,1260,yt_03_001260.jpg,54.65,145.4,132.98,True,37.94,145.16,32.63,video_3,0.7,Assembly Work,0.0,123.3,True,0.63,116.64
12.27,2.0,56.59,1320,yt_03_001320.jpg,56.59,171.97,137.29,True,121.45,136.84,112.05,video_3,0.7,Assembly Work,0.0,173.49,True,17.24,14.62
9.69,2.0,43.27,1380,yt_03_001380.jpg,43.27,151.01,9.85,True,80.61,110.2,100.0,video_3,0.7,Assembly Work,0.0,166.71,True,13.6,79.93
9.25,2.0,1.93,1440,yt_03_001440.jpg,1.93,127.37,162.73,True,96.96,155.84,3.84,video_3,0.7,Assembly Work,0.0,38.79,True,2.71,24.47
22.81,2.0,33.03,1500,yt_03_001500.jpg,33.03,82.19,166.58,True,145.95,173.18,0.3,video_3,0.7,Assembly Work,0.0,146.83,True,3.47,130.35
23.27,2.0,10.52,1560,yt_03_001560.jpg,10.52,107.8,166.12,True,158.09,170.48,17.81,video_3,0.7,Assembly Work,0.0,147.79,True,5.42,90.29
23.5,2.0,4.1,1620,yt_03_001620.jpg,4.1,107.01,150.04,True,162.14,164.18,13.22,video_3,0.7,Assembly Work,0.0,149.75,True,6.72,88.62
17.27,2.0,86.69,1680,yt_03_001680.jpg,86.69,95.8,70.55,True,131.16,84.26,4.85,video_3,0.7,Assembly Work,0.0,168.05,True,16.36,73.81
16.01,2.0,74.93,1740,yt_03_001740.jpg,74.93,137.8,74.04,True,124.1,75.13,26.74,video_3,0.7,Assembly Work,0.0,165.48,True,14.23,93.29
14.48,2.0,67.53,1800,yt_03_001800.jpg,67.53,166.1,72.11,True,140.31,85.69,13.95,video_3,0.7,Assembly Work,0.0,174.87,True,14.85,74.0
10.84,2.0,45.14,1860,yt_03_001860.jpg,45.14,70.71,65.09,True,121.28,134.37,75.75,video_3,0.7,Assembly Work,0.0,150.5,True,15.57,51.39
4.32,2.0,5.28,1980,yt_03_001980.jpg,5.28,35.82,60.54,True,17.84,104.51,9.68,video_3,0.7,Assembly Work,0.0,89.15,True,1.34,23.76
35.16,2.0,34.65,2220,yt_03_002220.jpg,34.65,38.12,65.73,True,55.42,17.39,149.14,video_3,0.7,Assembly Work,0.0,127.87,True,42.72,72.3
10.01,2.0,29.92,250,yt_04_000250.jpg,29.92,35.49,107.67,True,84.85,118.07,6.34,video_4,0.7,Assembly Work,0.0,128.61,True,0.36,15.67
19.15,2.0,41.32,300,yt_04_000300.jpg,41.32,142.17,127.28,True,154.59,116.74,5.4,video_4,0.7,Assembly Work,0.0,128.34,True,0.93,40.72
18.17,2.0,59.48,350,yt_04_000350.jpg,59.48,151.05,146.62,True,150.83,125.19,1.98,video_4,0.7,Assembly Work,0.0,129.49,True,0.06,95.03
9.39,2.0,8.74,400,yt_04_000400.jpg,8.74,95.2,36.7,True,10.52,148.73,34.32,video_4,0.7,Assembly Work,0.0,71.31,True,4.5,14.39
15.57,2.0,45.33,450,yt_04_000450.jpg,45.33,123.59,26.51,True,81.75,33.55,51.2,video_4,0.7,Assembly Work,0.0,77.42,True,1.15,75.49
25.8,2.0,106.21,550,yt_04_000550.jpg,106.21,174.69,161.02,True,71.15,163.8,62.47,video_4,0.7,Assembly Work,0.0,147.42,True,5.03,197.59
26.3,2.0,125.18,600,yt_04_000600.jpg,125.18,144.7,174.21,True,67.24,172.03,31.31,video_4,0.7,Assembly Work,0.0,158.7,True,1.36,159.89
8.74,2.0,2.63,650,yt_04_000650.jpg,2.63,170.06,98.1,True,65.49,126.29,13.32,video_4,0.7,Assembly Work,0.0,134.02,True,0.25,6.63
5.05,2.0,7.43,700,yt_04_000700.jpg,7.43,109.44,139.54,True,125.16,114.85,21.9,video_4,0.7,Assembly Work,0.0,163.41,True,6.02,11.28
18.02,2.0,93.35,750,yt_04_000750.jpg,93.35,76.76,119.05,True,169.49,102.69,8.28,video_4,0.7,Assembly Work,0.0,169.69,True,13.38,56.81
19.01,2.0,67.81,800,yt_04_000800.jpg,67.81,149.61,98.16,True,123.38,116.76,46.57,video_4,0.7,Assembly Work,0.0,160.3,True,9.7,103.33
15.75,2.0,51.35,850,yt_04_000850.jpg,51.35,47.92,87.35,True,104.84,22.96,120.35,video_4,0.7,Assembly Work,0.0,51.42,True,21.37,52.31
18.65,2.0,90.01,900,yt_04_000900.jpg,90.01,114.84,124.96,True,166.58,90.92,11.7,video_4,0.7,Assembly Work,0.0,121.4,True,3.58,92.38
9.85,2.0,22.46,950,yt_04_000950.jpg,22.46,75.89,39.32,True,47.57,37.12,5.25,video_4,0.7,Assembly Work,0.0,12.09,True,7.92,53.33
28.7,2.0,37.84,1000,yt_04_001000.jpg,37.84,177.73,153.74,True,171.84,158.25,15.97,video_4,0.7,Assembly Work,0.0,147.51,True,0.89,120.3
29.19,2.0,33.45,1050,yt_04_001050.jpg,33.45,176.95,154.66,True,174.18,157.3,24.03,video_4,0.7,Assembly Work,0.0,147.97,True,1.23,119.18
29.24,2.0,39.99,1100,yt_04_001100.jpg,39.99,177.04,157.09,True,170.58,157.61,13.63,video_4,0.7,Assembly Work,0.0,147.75,True,1.18,130.81
8.76,2.0,8.19,1200,yt_04_001200.jpg,8.19,106.73,141.0,True,172.32,94.1,11.32,video_4,0.7,Assembly Work,0.0,83.51,True,8.94,20.97
8.98,2.0,15.25,1250,yt_04_001250.jpg,15.25,60.63,140.42,True,161.23,61.4,32.67,video_4,0.7,Assembly Work,0.0,76.9,True,12.11,44.19
15.19,2.0,13.83,1300,yt_04_001300.jpg,13.83,147.61,30.56,True,32.29,17.58,0.88,video_4,0.7,Assembly Work,0.0,27.58,True,5.02,22.51
9.64,2.0,4.18,1400,yt_04_001400.jpg,4.18,25.16,92.0,True,81.74,159.35,9.31,video_4,0.7,Assembly Work,0.0,151.15,True,1.65,24.75
9.84,2.0,7.12,1450,yt_04_001450.jpg,7.12,31.84,95.83,True,83.57,164.53,12.48,video_4,0.7,Assembly Work,0.0,151.81,True,1.73,23.23
12.22,2.0,0.25,1500,yt_04_001500.jpg,0.25,16.91,132.28,True,78.62,121.03,0.32,video_4,0.7,Assembly Work,0.0,144.36,True,0.2,26.53
11.09,2.0,4.75,1550,yt_04_001550.jpg,4.75,169.55,112.57,True,75.16,130.57,2.77,video_4,0.7,Assembly Work,0.0,140.21,True,0.31,6.04
31.38,2.0,43.01,1600,yt_04_001600.jpg,43.01,177.48,141.36,True,156.42,158.89,16.47,video_4,0.7,Assembly Work,0.0,143.94,True,0.78,97.57
12.24,2.0,2.08,1650,yt_04_001650.jpg,2.08,173.53,55.69,True,18.63,67.22,2.72,video_4,0.7,Assembly Work,0.0,73.55,True,0.55,31.92
11.66,2.0,39.15,1700,yt_04_001700.jpg,39.15,160.68,172.47,True,179.44,159.62,49.14,video_4,0.7,Assembly Work,0.0,151.02,True,9.75,24.66
12.1,2.0,61.7,1750,yt_04_001750.jpg,61.7,77.02,109.11,True,179.67,131.99,2.02,video_4,0.7,Assembly Work,0.0,151.35,True,5.92,44.27
12.54,2.0,64.44,1800,yt_04_001800.jpg,64.44,75.3,96.76,True,172.85,98.19,10.7,video_4,0.7,Assembly Work,0.0,155.54,True,6.8,84.81
12.38,2.0,61.67,1850,yt_04_001850.jpg,61.67,76.22,96.66,True,171.92,100.51,11.04,video_4,0.7,Assembly Work,0.0,154.53,True,6.36,82.05
12.36,2.0,61.5,1900,yt_04_001900.jpg,61.5,77.5,99.04,True,171.78,98.76,12.63,video_4,0.7,Assembly Work,0.0,154.79,True,6.25,85.04
13.86,2.0,50.29,1950,yt_04_001950.jpg,50.29,165.19,57.75,True,149.45,56.18,0.93,video_4,0.7,Assembly Work,0.0,118.11,True,1.86,97.93
14.17,2.0,53.11,2000,yt_04_002000.jpg,53.11,165.36,58.84,True,150.36,59.49,0.97,video_4,0.7,Assembly Work,0.0,118.42,True,1.92,93.47
13.59,2.0,51.17,2050,yt_04_002050.jpg,51.17,170.23,57.66,True,146.91,54.59,1.18,video_4,0.7,Assembly Work,0.0,117.75,True,2.27,98.66
13.25,2.0,48.82,2100,yt_04_002100.jpg,48.82,168.25,59.21,True,142.77,58.47,2.36,video_4,0.7,Assembly Work,0.0,118.95,True,1.61,84.84
12.71,2.0,59.72,2200,yt_04_002200.jpg,59.72,67.4,101.64,True,171.35,96.16,11.05,video_4,0.7,Assembly Work,0.0,156.77,True,7.47,88.28
12.29,2.0,63.78,2250,yt_04_002250.jpg,63.78,74.79,98.48,True,176.64,94.28,13.85,video_4,0.7,Assembly Work,0.0,153.88,True,6.21,88.92
12.18,2.0,62.66,2300,yt_04_002300.jpg,62.66,80.24,104.18,True,176.73,104.45,4.32,video_4,0.7,Assembly Work,0.0,151.97,True,5.8,90.08
12.17,2.0,63.59,2350,yt_04_002350.jpg,63.59,77.91,100.74,True,176.93,99.28,6.96,video_4,0.7,Assembly Work,0.0,153.68,True,6.16,86.8
13.93,2.0,51.17,2400,yt_04_002400.jpg,51.17,162.91,57.52,True,150.73,60.15,0.43,video_4,0.7,Assembly Work,0.0,118.73,True,1.53,98.02
19.94,2.0,118.28,2450,yt_04_002450.jpg,118.28,110.89,113.52,True,175.34,120.03,20.12,video_4,0.7,Assembly Work,0.0,135.33,True,6.06,118.95
11.19,2.0,77.22,2500,yt_04_002500.jpg,77.22,62.76,97.94,True,146.66,94.0,34.07,video_4,0.7,Assembly Work,0.0,141.53,True,5.55,97.9
27.32,2.0,10.33,2550,yt_04_002550.jpg,10.33,178.06,156.3,True,179.66,153.8,18.64,video_4,0.7,Assembly Work,0.0,146.82,True,1.42,126.52
28.95,2.0,20.14,2600,yt_04_002600.jpg,20.14,176.83,150.07,True,175.04,156.07,10.87,video_4,0.7,Assembly Work,0.0,146.8,True,1.3,119.81
1.63,2.0,16.68,2650,yt_04_002650.jpg,16.68,43.04,119.06,True,122.83,72.0,19.42,video_4,0.7,Assembly Work,0.0,74.46,True,1.13,34.15
8.63,2.0,25.72,2700,yt_04_002700.jpg,25.72,175.1,133.98,True,99.47,151.16,1.24,video_4,0.7,Assembly Work,0.0,135.41,True,0.94,56.02
9.96,2.0,23.33,2750,yt_04_002750.jpg,23.33,176.51,145.57,True,107.32,150.33,12.1,video_4,0.7,Assembly Work,0.0,132.81,True,0.42,71.41
10.04,2.0,62.79,2800,yt_04_002800.jpg,62.79,46.71,165.98,True,0.46,159.55,9.85,video_4,0.7,Assembly Work,0.0,106.21,True,2.51,26.06
11.82,2.0,26.18,2950,yt_04_002950.jpg,26.18,164.12,153.58,True,84.56,175.95,12.56,video_4,0.7,Assembly Work,0.0,160.28,True,18.48,16.88
12.4,2.0,64.46,3050,yt_04_003050.jpg,64.46,70.85,105.94,True,179.06,110.47,2.03,video_4,0.7,Assembly Work,0.0,153.19,True,6.17,81.39
11.73,2.0,49.01,3100,yt_04_003100.jpg,49.01,55.56,90.32,True,179.92,92.91,1.78,video_4,0.7,Assembly Work,0.0,130.23,True,2.52,68.72
11.41,2.0,48.79,3150,yt_04_003150.jpg,48.79,70.05,89.09,True,179.51,93.39,0.49,video_4,0.7,Assembly Work,0.0,129.73,True,2.5,67.61
18.93,2.0,101.69,3250,yt_04_003250.jpg,101.69,121.37,83.0,True,176.37,56.21,59.8,video_4,0.7,Assembly Work,0.0,111.74,True,3.4,154.38
17.67,2.0,77.14,3300,yt_04_003300.jpg,77.14,130.86,114.05,True,165.93,102.74,27.54,video_4,0.7,Assembly Work,0.0,141.48,True,8.18,68.56
21.11,2.0,107.83,3350,yt_04_003350.jpg,107.83,84.03,105.46,True,168.84,65.18,13.4,video_4,0.7,Assembly Work,0.0,140.33,True,11.61,126.09
12.19,2.0,57.86,3550,yt_04_003550.jpg,57.86,83.01,99.34,True,170.57,95.33,11.33,video_4,0.7,Assembly Work,0.0,152.59,True,5.78,85.78
8.46,2.0,41.31,3600,yt_04_003600.jpg,41.31,172.73,57.52,True,178.0,57.41,2.0,video_4,0.7,Assembly Work,0.0,136.6,True,3.06,62.08
9.54,2.0,35.73,3650,yt_04_003650.jpg,35.73,160.99,55.44,True,162.56,74.16,14.03,video_4,0.7,Assembly Work,0.0,146.61,True,4.35,39.51
8.57,2.0,35.35,3700,yt_04_003700.jpg,35.35,162.18,69.53,True,176.9,70.02,8.29,video_4,0.7,Assembly Work,0.0,144.74,True,4.36,52.01
11.79,2.0,54.72,3750,yt_04_003750.jpg,54.72,172.99,41.23,True,32.67,80.49,15.37,video_4,0.7,Assembly Work,0.0,132.52,True,3.06,36.84
14.53,2.0,22.02,3800,yt_04_003800.jpg,22.02,167.01,110.31,True,132.94,74.2,4.95,video_4,0.7,Assembly Work,0.0,134.8,True,3.18,30.73
6.2,2.0,13.57,3850,yt_04_003850.jpg,13.57,163.79,164.86,True,143.3,101.48,42.39,video_4,0.7,Assembly Work,0.0,101.78,True,1.4,36.99
20.19,2.0,128.83,3900,yt_04_003900.jpg,128.83,96.97,115.22,True,169.68,97.91,66.9,video_4,0.7,Assembly Work,0.0,151.2,True,10.94,111.74
12.12,2.0,48.94,150,yt_05_000150.jpg,48.94,67.73,112.61,True,158.41,106.17,16.65,video_5,0.7,Neutral Standing,0.0,138.83,True,1.11,56.05
11.7,2.0,50.8,200,yt_05_000200.jpg,50.8,32.89,80.45,True,166.27,88.1,9.44,video_5,0.7,Neutral Standing,0.0,146.64,True,3.77,42.03
10.75,2.0,41.62,250,yt_05_000250.jpg,41.62,75.9,112.39,True,150.35,110.2,4.85,video_5,0.7,Neutral Standing,0.0,137.67,True,0.91,39.36
10.84,2.0,2.83,300,yt_05_000300.jpg,2.83,26.79,128.66,True,85.51,137.91,0.86,video_5,0.7,Neutral Standing,0.0,155.26,True,3.43,12.56
10.19,2.0,11.7,350,yt_05_000350.jpg,11.7,164.46,123.02,True,135.61,83.61,16.14,video_5,0.7,Neutral Standing,0.0,131.16,True,1.53,19.7
11.17,2.0,36.78,400,yt_05_000400.jpg,36.78,169.23,110.0,True,78.56,99.97,6.45,video_5,0.7,Neutral Standing,0.0,122.87,True,0.71,33.04
12.53,2.0,12.42,450,yt_05_000450.jpg,12.42,178.48,117.21,True,119.41,115.24,3.91,video_5,0.7,Neutral Standing,0.0,126.05,True,1.33,21.28
10.0,2.0,1.76,500,yt_05_000500.jpg,1.76,171.95,46.14,True,167.48,10.15,1.0,video_5,0.7,Neutral Standing,0.0,120.35,True,0.41,37.51
10.05,2.0,62.4,550,yt_05_000550.jpg,62.4,165.28,160.45,True,149.35,155.19,20.95,video_5,0.7,Neutral Standing,0.0,175.67,True,9.85,24.93
11.55,2.0,51.48,600,yt_05_000600.jpg,51.48,35.79,138.76,True,163.72,138.75,24.75,video_5,0.7,Neutral Standing,0.0,167.86,True,7.35,12.78
11.1,2.0,49.29,650,yt_05_000650.jpg,49.29,59.74,101.41,True,157.44,95.21,24.12,video_5,0.7,Neutral Standing,0.0,151.32,True,4.84,56.25
12.1,2.0,60.74,700,yt_05_000700.jpg,60.74,98.86,76.72,True,168.47,78.06,14.5,video_5,0.7,Neutral Standing,0.0,140.02,True,2.85,63.32
11.12,2.0,55.18,2200,yt_05_002200.jpg,55.18,103.65,117.88,True,167.39,115.82,20.45,video_5,0.7,Neutral Standing,0.0,139.67,True,1.25,58.75
11.23,2.0,52.16,2250,yt_05_002250.jpg,52.16,62.92,91.99,True,172.65,102.99,8.99,video_5,0.7,Neutral Standing,0.0,150.43,True,4.38,59.81
11.41,2.0,48.72,2300,yt_05_002300.jpg,48.72,127.6,110.45,True,149.21,115.87,5.83,video_5,0.7,Neutral Standing,0.0,138.26,True,1.27,28.14
10.13,2.0,0.61,2350,yt_05_002350.jpg,0.61,157.58,114.22,True,74.26,136.19,7.37,video_5,0.7,Neutral Standing,0.0,139.71,True,0.96,25.73
9.56,2.0,5.5,2400,yt_05_002400.jpg,5.5,165.23,98.05,True,156.2,70.2,6.08,video_5,0.7,Neutral Standing,0.0,124.61,True,0.46,17.12
10.59,2.0,5.22,2450,yt_05_002450.jpg,5.22,166.48,126.5,True,124.95,109.76,2.02,video_5,0.7,Neutral Standing,0.0,121.33,True,0.78,41.12
10.59,2.0,23.2,2500,yt_05_002500.jpg,23.2,165.07,115.49,True,95.82,114.34,7.8,video_5,0.7,Neutral Standing,0.0,121.21,True,0.87,33.16
10.85,2.0,32.26,2550,yt_05_002550.jpg,32.26,164.48,108.24,True,88.31,111.7,7.98,video_5,0.7,Neutral Standing,0.0,120.18,True,1.06,35.86
10.67,2.0,22.16,2600,yt_05_002600.jpg,22.16,161.99,121.36,True,96.3,109.95,7.25,video_5,0.7,Neutral Standing,0.0,122.2,True,0.65,34.62
11.68,2.0,22.19,2650,yt_05_002650.jpg,22.19,176.21,123.88,True,105.78,108.22,3.5,video_5,0.7,Neutral Standing,0.0,128.16,True,1.58,45.45
11.93,2.0,12.65,2700,yt_05_002700.jpg,12.65,168.38,105.73,True,108.02,106.95,1.43,video_5,0.7,Neutral Standing,0.0,129.1,True,1.28,48.31
12.09,2.0,10.68,2750,yt_05_002750.jpg,10.68,172.9,107.39,True,108.87,109.13,3.0,video_5,0.7,Neutral Standing,0.0,127.86,True,1.04,45.99
12.59,2.0,7.83,2800,yt_05_002800.jpg,7.83,179.08,97.92,True,169.65,53.95,12.46,video_5,0.7,Neutral Standing,0.0,122.18,True,1.19,3.0
11.65,2.0,14.77,2850,yt_05_002850.jpg,14.77,170.84,76.93,True,177.53,26.35,12.39,video_5,0.7,Neutral Standing,0.0,120.38,True,0.83,12.9
