alignment_deviation,body_visibility,forward_head_posture,frame_idx,frame_name,head_tilt_angle,knee_angle,left_shoulder_elev,lower_body_visible,neck_flexion,right_shoulder_elev,shoulder_symmetry,source_video,stance_stability,task_label,timestamp_sec,trunk_flexion,upper_body_visible,weight_shift_offset,wrist_deviation_angle
9.74,2.0,53.31,150,yt_01_000150.jpg,53.31,162.59,136.17,True,60.55,130.15,10.25,video_1,0.7,Assembly Work,0.0,129.66,True,4.79,56.24
10.43,2.0,58.95,200,yt_01_000200.jpg,58.95,176.88,127.05,True,59.34,131.68,11.28,video_1,0.7,Assembly Work,0.0,134.67,True,4.27,57.42
7.73,2.0,41.05,250,yt_01_000250.jpg,41.05,176.06,106.76,True,42.76,142.18,18.87,video_1,0.7,Assembly Work,0.0,138.17,True,2.85,18.06
9.78,2.0,54.15,300,yt_01_000300.jpg,54.15,171.32,157.43,True,46.33,154.85,0.37,video_1,0.7,Assembly Work,0.0,113.79,True,8.88,65.64
8.92,2.0,56.67,350,yt_01_000350.jpg,56.67,125.26,131.4,True,77.18,135.67,8.96,video_1,0.7,Assembly Work,0.0,130.91,True,3.02,45.41
10.52,2.0,64.4,400,yt_01_000400.jpg,64.4,104.55,162.92,True,82.9,110.98,21.11,video_1,0.7,Assembly Work,0.0,115.48,True,7.6,72.84
9.41,2.0,58.38,450,yt_01_000450.jpg,58.38,152.7,127.67,True,57.0,134.69,3.2,video_1,0.7,Assembly Work,0.0,130.58,True,4.94,53.62
8.75,2.0,47.83,500,yt_01_000500.jpg,47.83,128.67,141.68,True,75.72,145.57,3.26,video_1,0.7,Assembly Work,0.0,134.43,True,2.91,50.59
8.67,2.0,54.54,550,yt_01_000550.jpg,54.54,158.94,146.61,True,61.77,147.66,7.8,video_1,0.7,Assembly Work,0.0,142.81,True,1.79,46.37
8.65,2.0,46.99,600,yt_01_000600.jpg,46.99,158.45,128.19,True,55.35,145.03,14.19,video_1,0.7,Assembly Work,0.0,136.2,True,3.97,37.37
8.62,2.0,53.95,650,yt_01_000650.jpg,53.95,143.81,144.82,True,59.63,142.78,5.48,video_1,0.7,Assembly Work,0.0,142.94,True,1.94,42.84
8.63,2.0,48.22,700,yt_01_000700.jpg,48.22,163.13,139.09,True,53.82,146.15,10.1,video_1,0.7,Assembly Work,0.0,139.45,True,3.34,40.11
8.78,2.0,52.7,750,yt_01_000750.jpg,52.7,149.29,139.14,True,59.2,143.49,7.32,video_1,0.7,Assembly Work,0.0,142.13,True,1.98,49.48
9.39,2.0,56.1,800,yt_01_000800.jpg,56.1,164.16,141.62,True,54.2,145.64,9.35,video_1,0.7,Assembly Work,0.0,138.29,True,3.3,47.79
9.14,2.0,55.58,850,yt_01_000850.jpg,55.58,145.77,142.59,True,60.09,141.08,3.0,video_1,0.7,Assembly Work,0.0,136.53,True,3.32,47.62
9.26,2.0,53.24,900,yt_01_000900.jpg,53.24,172.77,142.13,True,57.54,142.03,5.13,video_1,0.7,Assembly Work,0.0,139.83,True,2.54,49.32
8.67,2.0,51.89,950,yt_01_000950.jpg,51.89,169.66,142.01,True,57.35,139.97,3.41,video_1,0.7,Assembly Work,0.0,136.76,True,2.61,43.85
8.48,2.0,51.41,1000,yt_01_001000.jpg,51.41,148.38,143.25,True,55.51,141.78,4.96,video_1,0.7,Assembly Work,0.0,129.67,True,4.32,45.49
9.21,2.0,54.54,1050,yt_01_001050.jpg,54.54,168.79,135.09,True,55.55,141.17,3.73,video_1,0.7,Assembly Work,0.0,137.43,True,2.65,47.91
8.64,2.0,55.63,1100,yt_01_001100.jpg,55.63,147.23,129.72,True,61.55,132.15,2.08,video_1,0.7,Assembly Work,0.0,133.73,True,2.87,55.0
9.64,2.0,54.73,1150,yt_01_001150.jpg,54.73,159.56,144.92,True,67.69,148.9,3.1,video_1,0.7,Assembly Work,0.0,135.71,True,3.6,56.04
8.98,2.0,47.91,1200,yt_01_001200.jpg,47.91,163.94,139.16,True,64.25,144.18,5.39,video_1,0.7,Assembly Work,0.0,137.24,True,3.06,38.15
9.76,2.0,59.57,1250,yt_01_001250.jpg,59.57,164.84,143.84,True,58.96,146.89,6.6,video_1,0.7,Assembly Work,0.0,143.21,True,2.68,56.36
9.24,2.0,55.68,1300,yt_01_001300.jpg,55.68,164.23,141.48,True,67.45,144.56,0.62,video_1,0.7,Assembly Work,0.0,138.8,True,3.33,49.58
9.75,2.0,60.87,1350,yt_01_001350.jpg,60.87,155.84,153.79,True,59.67,150.4,6.77,video_1,0.7,Assembly Work,0.0,148.46,True,1.99,56.37
9.76,2.0,61.04,1400,yt_01_001400.jpg,61.04,155.85,150.95,True,60.58,149.29,6.26,video_1,0.7,Assembly Work,0.0,147.18,True,2.04,53.82
8.76,2.0,48.12,1450,yt_01_001450.jpg,48.12,177.24,135.81,True,56.82,145.0,20.67,video_1,0.7,Assembly Work,0.0,148.66,True,2.22,31.39
9.63,2.0,51.38,1500,yt_01_001500.jpg,51.38,168.85,162.89,True,90.11,160.27,0.99,video_1,0.7,Assembly Work,0.0,145.1,True,1.78,48.84
10.5,2.0,63.09,1550,yt_01_001550.jpg,63.09,164.1,151.77,True,79.71,164.63,44.21,video_1,0.7,Assembly Work,0.0,149.46,True,1.85,39.43
8.24,2.0,56.56,1600,yt_01_001600.jpg,56.56,142.33,123.41,True,66.87,100.63,16.11,video_1,0.7,Assembly Work,0.0,122.33,True,4.86,38.82
7.92,2.0,53.51,1650,yt_01_001650.jpg,53.51,158.23,130.82,True,52.3,133.94,10.03,video_1,0.7,Assembly Work,0.0,133.16,True,2.98,48.63
8.06,2.0,50.76,1700,yt_01_001700.jpg,50.76,165.78,130.31,True,51.91,132.1,8.07,video_1,0.7,Assembly Work,0.0,130.27,True,3.19,46.85
7.8,2.0,51.2,1750,yt_01_001750.jpg,51.2,163.71,132.55,True,52.51,136.09,11.71,video_1,0.7,Assembly Work,0.0,130.87,True,3.11,47.31
6.6,2.0,47.35,1800,yt_01_001800.jpg,47.35,127.46,128.81,True,49.58,120.16,13.75,video_1,0.7,Assembly Work,0.0,128.1,True,2.91,42.01
6.53,2.0,46.91,1850,yt_01_001850.jpg,46.91,108.86,131.48,True,51.26,119.84,12.55,video_1,0.7,Assembly Work,0.0,129.52,True,2.7,31.69
7.95,2.0,52.0,1900,yt_01_001900.jpg,52.0,149.51,138.28,True,50.03,134.87,3.06,video_1,0.7,Assembly Work,0.0,133.37,True,3.16,44.18
7.91,2.0,50.55,1950,yt_01_001950.jpg,50.55,120.77,138.67,True,69.74,120.82,24.2,video_1,0.7,Assembly Work,0.0,129.62,True,3.51,36.94
7.88,2.0,50.14,2000,yt_01_002000.jpg,50.14,145.58,135.91,True,59.21,129.84,10.32,video_1,0.7,Assembly Work,0.0,132.27,True,3.13,40.28
9.18,2.0,52.15,2050,yt_01_002050.jpg,52.15,168.18,133.31,True,71.6,143.56,18.14,video_1,0.7,Assembly Work,0.0,132.44,True,3.4,58.12
8.62,2.0,50.11,2100,yt_01_002100.jpg,50.11,161.58,135.85,True,64.95,144.55,12.62,video_1,0.7,Assembly Work,0.0,132.98,True,3.07,59.02
9.7,2.0,57.01,2150,yt_01_002150.jpg,57.01,122.9,140.99,True,81.36,138.73,1.52,video_1,0.7,Assembly Work,0.0,139.19,True,2.78,49.86
8.94,2.0,50.62,2200,yt_01_002200.jpg,50.62,120.38,147.88,True,83.29,147.91,1.36,video_1,0.7,Assembly Work,0.0,141.91,True,1.56,49.55
10.43,2.0,66.49,2250,yt_01_002250.jpg,66.49,147.72,150.08,True,101.67,164.33,2.19,video_1,0.7,Assembly Work,0.0,144.5,True,1.93,44.91
9.08,2.0,49.92,2300,yt_01_002300.jpg,49.92,174.23,161.38,True,92.66,165.19,1.38,video_1,0.7,Assembly Work,0.0,153.96,True,1.01,53.8
9.49,2.0,51.26,2350,yt_01_002350.jpg,51.26,170.41,159.09,True,103.5,171.6,9.79,video_1,0.7,Assembly Work,0.0,152.13,True,0.73,59.16
8.44,2.0,49.27,2400,yt_01_002400.jpg,49.27,156.09,156.49,True,89.77,159.66,5.66,video_1,0.7,Assembly Work,0.0,143.3,True,0.91,53.82
9.08,2.0,51.22,2450,yt_01_002450.jpg,51.22,169.0,154.39,True,80.36,161.9,7.07,video_1,0.7,Assembly Work,0.0,143.4,True,1.6,51.51
8.7,2.0,47.87,2500,yt_01_002500.jpg,47.87,160.05,151.81,True,87.04,151.35,1.03,video_1,0.7,Assembly Work,0.0,145.84,True,0.66,49.97
8.8,2.0,49.19,2550,yt_01_002550.jpg,49.19,165.82,150.53,True,76.62,155.21,6.4,video_1,0.7,Assembly Work,0.0,145.66,True,1.07,46.46
9.14,2.0,47.77,2600,yt_01_002600.jpg,47.77,157.7,139.99,True,94.51,135.16,5.7,video_1,0.7,Assembly Work,0.0,142.95,True,1.76,45.87
10.65,2.0,55.09,2650,yt_01_002650.jpg,55.09,174.05,168.15,True,80.94,165.38,7.81,video_1,0.7,Assembly Work,0.0,154.05,True,0.84,59.81
8.68,2.0,39.74,2700,yt_01_002700.jpg,39.74,159.41,151.27,True,94.47,154.67,5.43,video_1,0.7,Assembly Work,0.0,128.53,True,4.43,40.87
9.84,2.0,53.62,2750,yt_01_002750.jpg,53.62,165.66,158.59,True,80.88,159.77,5.35,video_1,0.7,Assembly Work,0.0,149.83,True,1.37,56.24
9.73,2.0,56.27,2800,yt_01_002800.jpg,56.27,170.64,162.92,True,78.8,160.32,4.99,video_1,0.7,Assembly Work,0.0,152.27,True,0.85,58.37
9.47,2.0,51.9,2850,yt_01_002850.jpg,51.9,164.87,161.17,True,92.76,151.84,17.57,video_1,0.7,Assembly Work,0.0,149.45,True,0.96,59.94
9.96,2.0,55.29,2900,yt_01_002900.jpg,55.29,173.65,172.38,True,70.28,171.73,3.67,video_1,0.7,Assembly Work,0.0,155.3,True,0.52,54.18
9.08,2.0,49.73,2950,yt_01_002950.jpg,49.73,165.94,158.78,True,86.69,147.91,16.89,video_1,0.7,Assembly Work,0.0,149.06,True,0.99,49.2
8.71,2.0,49.73,3000,yt_01_003000.jpg,49.73,162.84,145.37,True,92.38,134.79,20.87,video_1,0.7,Assembly Work,0.0,140.56,True,1.75,47.39
8.34,2.0,47.92,3050,yt_01_003050.jpg,47.92,165.07,156.47,True,77.17,163.65,13.13,video_1,0.7,Assembly Work,0.0,146.32,True,0.93,55.01
8.17,2.0,45.14,3100,yt_01_003100.jpg,45.14,149.61,150.3,True,90.75,134.51,15.08,video_1,0.7,Assembly Work,0.0,137.8,True,1.98,44.51
9.0,2.0,46.71,3150,yt_01_003150.jpg,46.71,155.52,156.29,True,104.59,125.37,15.28,video_1,0.7,Assembly Work,0.0,137.78,True,1.46,54.8
8.28,2.0,51.96,3200,yt_01_003200.jpg,51.96,157.75,130.19,True,56.27,154.24,13.62,video_1,0.7,Assembly Work,0.0,137.62,True,3.49,34.24
9.66,2.0,45.19,3250,yt_01_003250.jpg,45.19,155.45,134.16,True,99.54,116.19,13.01,video_1,0.7,Assembly Work,0.0,145.7,True,0.51,43.43
9.7,2.0,30.7,3300,yt_01_003300.jpg,30.7,162.71,174.71,True,111.92,172.76,11.47,video_1,0.7,Assembly Work,0.0,145.96,True,0.06,52.47
8.75,2.0,41.51,3350,yt_01_003350.jpg,41.51,154.99,128.48,True,90.42,110.28,8.85,video_1,0.7,Assembly Work,0.0,132.53,True,2.52,39.94
8.56,2.0,49.96,3400,yt_01_003400.jpg,49.96,165.41,138.07,True,63.72,138.17,5.7,video_1,0.7,Assembly Work,0.0,141.32,True,2.66,29.21
9.29,2.0,55.79,3450,yt_01_003450.jpg,55.79,162.3,158.24,True,91.82,159.09,0.53,video_1,0.7,Assembly Work,0.0,147.04,True,0.87,52.38
8.49,2.0,32.67,3500,yt_01_003500.jpg,32.67,170.15,171.23,True,82.36,171.5,4.36,video_1,0.7,Assembly Work,0.0,160.03,True,0.98,27.65
9.28,2.0,43.52,3550,yt_01_003550.jpg,43.52,159.85,152.15,True,90.04,154.09,2.9,video_1,0.7,Assembly Work,0.0,152.94,True,0.0,55.98
6.6,2.0,39.9,3600,yt_01_003600.jpg,39.9,113.55,141.15,True,80.01,136.46,1.78,video_1,0.7,Assembly Work,0.0,128.13,True,2.1,33.05
2.65,2.0,9.48,3650,yt_01_003650.jpg,9.48,136.81,120.34,True,65.06,125.8,6.99,video_1,0.7,Assembly Work,0.0,93.32,True,2.1,6.25
3.54,2.0,11.55,3750,yt_01_003750.jpg,11.55,167.41,125.36,True,177.22,118.9,4.5,video_1,0.7,Assembly Work,0.0,103.92,True,0.4,12.92
4.35,2.0,1.65,3800,yt_01_003800.jpg,1.65,161.4,110.1,True,113.11,113.76,4.54,video_1,0.7,Assembly Work,0.0,106.25,True,2.16,4.8
4.19,2.0,23.06,3850,yt_01_003850.jpg,23.06,162.69,123.15,True,104.14,114.64,4.97,video_1,0.7,Assembly Work,0.0,102.89,True,1.6,16.39
4.79,2.0,5.71,3900,yt_01_003900.jpg,5.71,158.91,111.81,True,176.11,109.57,9.95,video_1,0.7,Assembly Work,0.0,109.14,True,0.75,17.54
4.77,2.0,4.2,3950,yt_01_003950.jpg,4.2,148.88,118.65,True,178.66,117.84,3.23,video_1,0.7,Assembly Work,0.0,116.27,True,0.2,19.7
5.14,2.0,32.62,4000,yt_01_004000.jpg,32.62,108.24,127.58,True,110.19,128.84,2.81,video_1,0.7,Assembly Work,0.0,111.46,True,2.41,19.22
8.02,2.0,14.83,4100,yt_01_004100.jpg,14.83,161.22,131.16,True,156.39,130.07,5.8,video_1,0.7,Assembly Work,0.0,131.12,True,0.04,19.87
7.54,2.0,9.2,4150,yt_01_004150.jpg,9.2,178.18,129.07,True,174.62,134.65,11.7,video_1,0.7,Assembly Work,0.0,129.7,True,0.54,26.99
7.57,2.0,15.23,4200,yt_01_004200.jpg,15.23,172.02,146.37,True,169.27,146.95,17.62,video_1,0.7,Assembly Work,0.0,132.15,True,1.43,40.88
8.06,2.0,26.34,4250,yt_01_004250.jpg,26.34,174.26,136.31,True,124.65,152.37,4.72,video_1,0.7,Assembly Work,0.0,141.06,True,0.5,39.13
8.07,2.0,33.25,4300,yt_01_004300.jpg,33.25,174.42,138.01,True,105.97,144.1,7.63,video_1,0.7,Assembly Work,0.0,142.56,True,0.54,48.31
7.93,2.0,36.66,4350,yt_01_004350.jpg,36.66,168.4,130.16,True,113.51,102.93,20.51,video_1,0.7,Assembly Work,0.0,128.59,True,1.49,28.73
4.4,2.0,20.92,4400,yt_01_004400.jpg,20.92,150.39,118.09,True,136.04,104.22,9.36,video_1,0.7,Assembly Work,0.0,91.43,True,2.41,10.55
3.87,2.0,10.84,4500,yt_01_004500.jpg,10.84,165.76,110.78,True,97.46,108.48,2.93,video_1,0.7,Assembly Work,0.0,110.07,True,1.46,12.04
7.84,2.0,5.41,4550,yt_01_004550.jpg,5.41,178.09,142.75,True,164.22,104.54,0.5,video_1,0.7,Assembly Work,0.0,126.15,True,0.76,21.92
9.77,2.0,65.39,4600,yt_01_004600.jpg,65.39,104.78,138.75,True,80.75,154.55,36.64,video_1,0.7,Assembly Work,0.0,128.32,True,4.12,59.53
11.05,2.0,40.36,4650,yt_01_004650.jpg,40.36,167.35,177.89,True,115.02,165.66,2.56,video_1,0.7,Assembly Work,0.0,158.7,True,1.17,38.71
10.56,2.0,66.03,4700,yt_01_004700.jpg,66.03,165.52,135.72,True,58.16,140.62,15.4,video_1,0.7,Assembly Work,0.0,134.27,True,4.78,52.02
11.24,2.0,59.37,4750,yt_01_004750.jpg,59.37,165.56,155.32,True,41.43,163.73,17.44,video_1,0.7,Assembly Work,0.0,119.59,True,10.54,55.79
10.66,2.0,58.27,4800,yt_01_004800.jpg,58.27,173.55,131.66,True,49.69,137.46,19.97,video_1,0.7,Assembly Work,0.0,127.88,True,6.95,70.24
7.23,2.0,60.74,4850,yt_01_004850.jpg,60.74,151.46,156.13,True,51.43,165.56,31.11,video_1,0.7,Assembly Work,0.0,123.22,True,3.35,61.67
5.74,2.0,34.34,4900,yt_01_004900.jpg,34.34,173.03,152.14,True,128.22,146.38,15.86,video_1,0.7,Assembly Work,0.0,113.07,True,3.09,42.38
9.37,2.0,31.78,4950,yt_01_004950.jpg,31.78,176.66,178.08,True,122.77,87.31,23.61,video_1,0.7,Assembly Work,0.0,104.17,True,9.83,44.22
9.85,2.0,57.85,5000,yt_01_005000.jpg,57.85,178.45,134.58,True,52.14,133.86,17.04,video_1,0.7,Assembly Work,0.0,135.29,True,4.6,55.5
9.0,2.0,50.89,5050,yt_01_005050.jpg,50.89,176.15,132.77,True,49.01,130.82,10.03,video_1,0.7,Assembly Work,0.0,135.88,True,3.69,46.89
9.26,2.0,51.09,5100,yt_01_005100.jpg,51.09,173.0,119.18,True,49.8,130.03,16.36,video_1,0.7,Assembly Work,0.0,136.21,True,3.77,28.84
9.13,2.0,50.99,5150,yt_01_005150.jpg,50.99,175.27,130.79,True,52.95,134.07,11.82,video_1,0.7,Assembly Work,0.0,139.29,True,2.79,44.3
8.44,2.0,55.57,5200,yt_01_005200.jpg,55.57,129.07,134.47,True,68.93,150.84,32.96,video_1,0.7,Assembly Work,0.0,133.67,True,2.32,52.09
7.09,2.0,46.4,5250,yt_01_005250.jpg,46.4,162.7,142.38,True,69.01,152.76,13.88,video_1,0.7,Assembly Work,0.0,126.37,True,3.16,39.2
8.39,2.0,42.05,5300,yt_01_005300.jpg,42.05,163.95,122.11,True,49.39,154.22,18.54,video_1,0.7,Assembly Work,0.0,136.65,True,4.1,34.09
8.67,2.0,49.92,5350,yt_01_005350.jpg,49.92,162.17,134.85,True,52.38,136.15,11.71,video_1,0.7,Assembly Work,0.0,138.04,True,2.81,41.75
8.63,2.0,51.48,5400,yt_01_005400.jpg,51.48,166.27,124.66,True,49.4,131.21,12.78,video_1,0.7,Assembly Work,0.0,137.32,True,3.17,37.5
8.22,2.0,42.95,5450,yt_01_005450.jpg,42.95,166.48,121.69,True,46.91,132.76,15.21,video_1,0.7,Assembly Work,0.0,135.42,True,3.71,27.81
7.13,2.0,52.08,5500,yt_01_005500.jpg,52.08,123.97,147.91,True,82.99,171.34,24.87,video_1,0.7,Assembly Work,0.0,127.64,True,2.09,62.66
9.4,2.0,55.54,5550,yt_01_005550.jpg,55.54,141.97,135.05,True,78.51,125.12,5.4,video_1,0.7,Assembly Work,0.0,135.5,True,3.01,55.16
8.06,2.0,58.28,5600,yt_01_005600.jpg,58.28,136.66,140.85,True,83.79,166.67,16.06,video_1,0.7,Assembly Work,0.0,130.22,True,2.71,62.05
6.96,2.0,51.1,5650,yt_01_005650.jpg,51.1,110.73,137.38,True,110.07,142.97,3.72,video_1,0.7,Assembly Work,0.0,112.38,True,4.85,43.65
6.94,2.0,40.48,5700,yt_01_005700.jpg,40.48,115.7,136.18,True,47.22,148.41,0.52,video_1,0.7,Assembly Work,0.0,136.42,True,2.04,44.74
6.81,2.0,38.27,5750,yt_01_005750.jpg,38.27,175.15,134.29,True,43.98,150.67,9.6,video_1,0.7,Assembly Work,0.0,141.06,True,1.64,38.99
8.96,2.0,60.9,5800,yt_01_005800.jpg,60.9,140.49,134.81,True,86.82,127.65,25.5,video_1,0.7,Assembly Work,0.0,123.61,True,4.6,65.31
8.86,2.0,60.89,5850,yt_01_005850.jpg,60.89,152.3,147.53,True,56.49,143.53,4.01,video_1,0.7,Assembly Work,0.0,123.81,True,5.55,55.03
9.23,2.0,63.08,5900,yt_01_005900.jpg,63.08,127.05,142.08,True,76.16,137.39,20.64,video_1,0.7,Assembly Work,0.0,127.44,True,4.54,64.51
7.96,2.0,62.56,5950,yt_01_005950.jpg,62.56,122.22,134.56,True,67.86,153.5,32.64,video_1,0.7,Assembly Work,0.0,126.5,True,3.08,52.12
9.61,2.0,49.82,6000,yt_01_006000.jpg,49.82,158.51,146.82,True,78.02,149.9,0.29,video_1,0.7,Assembly Work,0.0,145.96,True,1.76,55.99
9.61,2.0,56.23,6050,yt_01_006050.jpg,56.23,107.43,139.41,True,55.71,138.79,11.61,video_1,0.7,Assembly Work,0.0,136.82,True,3.44,52.66
8.46,2.0,55.21,6100,yt_01_006100.jpg,55.21,44.95,133.27,True,70.67,129.15,9.25,video_1,0.7,Assembly Work,0.0,128.98,True,2.85,43.81
9.75,2.0,60.0,6150,yt_01_006150.jpg,60.0,137.33,154.65,True,96.83,158.87,16.01,video_1,0.7,Assembly Work,0.0,147.51,True,1.19,53.06
10.63,2.0,53.7,6200,yt_01_006200.jpg,53.7,173.9,148.94,True,85.18,160.56,9.74,video_1,0.7,Assembly Work,0.0,152.12,True,0.21,59.41
10.41,2.0,66.41,6250,yt_01_006250.jpg,66.41,165.93,161.52,True,66.82,158.86,14.22,video_1,0.7,Assembly Work,0.0,154.93,True,0.1,55.56
10.04,2.0,58.71,6300,yt_01_006300.jpg,58.71,161.74,144.87,True,78.11,146.08,1.14,video_1,0.7,Assembly Work,0.0,144.18,True,2.13,57.17
11.94,2.0,79.98,6350,yt_01_006350.jpg,79.98,175.15,168.8,True,113.74,155.88,13.25,video_1,0.7,Assembly Work,0.0,148.49,True,1.72,82.12
10.03,2.0,51.62,6400,yt_01_006400.jpg,51.62,155.93,169.89,True,97.89,162.07,0.38,video_1,0.7,Assembly Work,0.0,156.45,True,0.54,51.03
9.73,2.0,52.39,6450,yt_01_006450.jpg,52.39,169.9,158.44,True,96.6,162.91,1.49,video_1,0.7,Assembly Work,0.0,151.74,True,0.12,62.51
9.77,2.0,57.0,6500,yt_01_006500.jpg,57.0,129.17,159.38,True,101.9,155.0,7.9,video_1,0.7,Assembly Work,0.0,150.03,True,0.23,56.14
8.63,2.0,49.37,6550,yt_01_006550.jpg,49.37,176.6,158.14,True,71.84,165.21,19.44,video_1,0.7,Assembly Work,0.0,145.03,True,1.45,49.34
8.89,2.0,48.61,6600,yt_01_006600.jpg,48.61,174.94,156.54,True,71.75,165.2,13.02,video_1,0.7,Assembly Work,0.0,145.59,True,1.77,57.49
8.86,2.0,49.11,6650,yt_01_006650.jpg,49.11,174.94,158.76,True,69.57,162.48,12.17,video_1,0.7,Assembly Work,0.0,147.29,True,1.76,51.66
9.04,2.0,53.32,6700,yt_01_006700.jpg,53.32,173.07,143.04,True,59.19,146.77,3.62,video_1,0.7,Assembly Work,0.0,143.35,True,2.91,50.08
9.19,2.0,52.21,6750,yt_01_006750.jpg,52.21,175.07,149.23,True,76.4,155.49,5.58,video_1,0.7,Assembly Work,0.0,146.29,True,1.59,50.17
9.19,2.0,54.13,6800,yt_01_006800.jpg,54.13,166.18,156.57,True,60.47,161.47,6.57,video_1,0.7,Assembly Work,0.0,140.9,True,4.05,43.74
9.6,2.0,56.18,6850,yt_01_006850.jpg,56.18,143.67,168.54,True,91.02,179.13,8.0,video_1,0.7,Assembly Work,0.0,149.35,True,1.4,64.32
10.62,2.0,61.52,6900,yt_01_006900.jpg,61.52,154.59,174.26,True,79.95,171.69,11.4,video_1,0.7,Assembly Work,0.0,152.34,True,1.81,57.11
9.63,2.0,49.01,6950,yt_01_006950.jpg,49.01,169.62,145.93,True,105.91,143.14,7.31,video_1,0.7,Assembly Work,0.0,145.44,True,1.45,50.47
10.2,2.0,55.67,7000,yt_01_007000.jpg,55.67,161.32,167.64,True,89.41,171.31,8.95,video_1,0.7,Assembly Work,0.0,149.68,True,1.95,56.97
10.37,2.0,59.04,7050,yt_01_007050.jpg,59.04,153.52,168.25,True,97.24,154.76,0.55,video_1,0.7,Assembly Work,0.0,152.5,True,1.29,67.21
10.31,2.0,58.76,7100,yt_01_007100.jpg,58.76,161.25,170.01,True,86.42,175.56,5.37,video_1,0.7,Assembly Work,0.0,155.83,True,0.39,61.93
9.78,2.0,53.73,7150,yt_01_007150.jpg,53.73,165.28,163.18,True,84.56,160.06,0.86,video_1,0.7,Assembly Work,0.0,152.11,True,0.84,62.21
9.4,2.0,59.18,7200,yt_01_007200.jpg,59.18,151.01,158.49,True,81.94,151.12,7.31,video_1,0.7,Assembly Work,0.0,147.71,True,1.91,64.75
8.67,2.0,48.51,7250,yt_01_007250.jpg,48.51,163.86,147.19,True,81.51,145.52,10.02,video_1,0.7,Assembly Work,0.0,149.17,True,0.65,56.85
9.35,2.0,50.1,7300,yt_01_007300.jpg,50.1,167.52,162.69,True,78.18,166.43,10.6,video_1,0.7,Assembly Work,0.0,149.66,True,0.8,63.2
8.73,2.0,51.56,7350,yt_01_007350.jpg,51.56,167.36,149.64,True,76.25,134.94,6.35,video_1,0.7,Assembly Work,0.0,148.49,True,0.85,47.84
10.82,2.0,54.13,7400,yt_01_007400.jpg,54.13,174.91,167.48,True,94.46,163.57,8.67,video_1,0.7,Assembly Work,0.0,158.82,True,0.85,67.32
11.3,2.0,42.2,7450,yt_01_007450.jpg,42.2,171.62,115.67,True,115.32,139.06,27.84,video_1,0.7,Assembly Work,0.0,167.97,True,3.15,71.66
11.29,2.0,42.59,7500,yt_01_007500.jpg,42.59,171.26,168.97,True,116.63,172.44,13.19,video_1,0.7,Assembly Work,0.0,158.1,True,1.48,57.36
10.9,2.0,48.03,7550,yt_01_007550.jpg,48.03,165.46,168.46,True,99.55,168.37,4.19,video_1,0.7,Assembly Work,0.0,158.46,True,2.2,51.95
10.05,2.0,47.02,7600,yt_01_007600.jpg,47.02,174.6,159.21,True,90.8,157.42,3.02,video_1,0.7,Assembly Work,0.0,140.33,True,1.68,44.61
9.99,2.0,47.07,7650,yt_01_007650.jpg,47.07,175.46,151.51,True,96.37,151.38,3.88,video_1,0.7,Assembly Work,0.0,143.24,True,0.58,53.15
10.45,2.0,53.5,7700,yt_01_007700.jpg,53.5,174.62,163.44,True,82.4,161.15,7.14,video_1,0.7,Assembly Work,0.0,146.38,True,0.24,62.4
9.98,2.0,54.67,7750,yt_01_007750.jpg,54.67,174.78,146.17,True,85.51,148.7,1.44,video_1,0.7,Assembly Work,0.0,138.34,True,1.61,60.27
11.39,2.0,50.96,7800,yt_01_007800.jpg,50.96,169.28,143.55,True,107.68,163.91,9.72,video_1,0.7,Assembly Work,0.0,139.84,True,1.64,66.42
11.37,2.0,48.64,7850,yt_01_007850.jpg,48.64,178.44,165.99,True,97.88,159.86,8.0,video_1,0.7,Assembly Work,0.0,148.02,True,0.01,49.55
7.62,2.0,53.9,7900,yt_01_007900.jpg,53.9,169.57,163.37,True,79.86,112.03,8.46,video_1,0.7,Assembly Work,0.0,101.35,True,7.92,69.08
11.11,2.0,69.83,7950,yt_01_007950.jpg,69.83,117.57,153.08,True,76.97,166.72,29.37,video_1,0.7,Assembly Work,0.0,142.77,True,2.86,62.92
11.54,2.0,60.14,8000,yt_01_008000.jpg,60.14,169.52,152.09,True,83.51,160.4,11.85,video_1,0.7,Assembly Work,0.0,147.3,True,1.2,65.44
11.01,2.0,65.42,8050,yt_01_008050.jpg,65.42,174.04,149.83,True,64.03,152.69,6.54,video_1,0.7,Assembly Work,0.0,144.98,True,2.59,60.35
11.01,2.0,67.66,8100,yt_01_008100.jpg,67.66,174.74,149.6,True,58.11,154.68,18.36,video_1,0.7,Assembly Work,0.0,145.75,True,2.61,61.03
10.61,2.0,63.89,8150,yt_01_008150.jpg,63.89,171.75,142.85,True,56.19,152.86,13.38,video_1,0.7,Assembly Work,0.0,142.96,True,3.31,52.35
11.27,2.0,69.06,8200,yt_01_008200.jpg,69.06,174.66,148.08,True,59.72,157.48,19.84,video_1,0.7,Assembly Work,0.0,146.52,True,2.65,58.29
11.2,2.0,63.54,8250,yt_01_008250.jpg,63.54,170.51,137.04,True,79.62,148.93,1.57,video_1,0.7,Assembly Work,0.0,139.22,True,3.51,54.86
10.01,2.0,61.09,8300,yt_01_008300.jpg,61.09,164.0,143.48,True,87.1,147.75,3.69,video_1,0.7,Assembly Work,0.0,136.16,True,2.57,62.5
