source,sample_id,neck_flexion,trunk_flexion,left_shoulder_elev,right_shoulder_elev,shoulder_symmetry,alignment_deviation,label
multiposture,multiposture_648,18.0798,3.8688,19.8766,14.5499,13.9215,1.0854,MEDIUM
multiposture,multiposture_649,18.6134,3.955,19.8607,14.3372,13.8955,1.1004,MEDIUM
multiposture,multiposture_650,23.0828,3.9399,19.8444,14.2659,13.5961,0.9131,MEDIUM
multiposture,multiposture_651,23.0193,3.9006,19.8112,14.2319,13.3755,0.8696,MEDIUM
multiposture,multiposture_652,22.1694,3.861,19.7917,14.372,13.3274,0.505,MEDIUM
multiposture,multiposture_653,19.8981,3.8694,19.6761,14.4357,13.4899,0.5126,MEDIUM
multiposture,multiposture_654,19.7222,3.8602,19.7976,14.3068,13.3542,0.5405,MEDIUM
multiposture,multiposture_655,19.5313,3.8683,19.787,14.2925,13.3477,0.6478,MEDIUM
multiposture,multiposture_656,19.4744,3.8579,19.7842,14.4112,13.4185,0.6589,MEDIUM
multiposture,multiposture_657,19.529,3.8356,19.7087,14.5081,13.4315,0.587,MEDIUM
multiposture,multiposture_658,19.4407,3.8281,19.7229,14.6459,13.387,0.6074,MEDIUM
multiposture,multiposture_659,20.4977,2.9765,5.1656,2.3473,11.3208,2.5738,MEDIUM
multiposture,multiposture_660,23.3223,2.86,0.9966,1.1858,13.9866,4.0725,MEDIUM
multiposture,multiposture_661,21.4697,3.4242,16.2866,0.6079,16.8183,1.8162,HIGH
multiposture,multiposture_662,21.8556,3.7102,14.8685,1.5446,20.117,1.1104,HIGH
multiposture,multiposture_663,27.5147,2.9713,4.9082,2.2556,17.6206,5.7516,HIGH
multiposture,multiposture_664,25.693,3.0025,0.7126,2.1082,16.1168,5.6266,HIGH
multiposture,multiposture_665,24.0961,2.6934,1.6902,1.7999,15.0466,5.8058,HIGH
multiposture,multiposture_666,23.8242,2.7695,3.4368,1.6628,14.0676,5.6307,MEDIUM
multiposture,multiposture_667,23.2146,2.7742,3.9783,1.7168,13.5006,5.4075,MEDIUM
multiposture,multiposture_668,23.0113,2.7942,3.9432,1.7282,12.9989,5.2692,MEDIUM
multiposture,multiposture_669,23.5645,2.9183,4.001,1.7301,12.7939,4.9272,MEDIUM
multiposture,multiposture_670,23.0443,3.0477,4.1094,1.7462,12.8256,4.208,MEDIUM
multiposture,multiposture_671,22.5124,2.8643,3.9204,2.0306,13.032,4.1724,MEDIUM
multiposture,multiposture_672,22.7537,2.8745,3.9951,2.1359,12.853,4.0837,MEDIUM
multiposture,multiposture_673,22.9394,2.7992,3.9411,2.0895,12.5156,4.0859,MEDIUM
multiposture,multiposture_674,22.4991,2.6864,3.9932,2.1052,12.4489,4.0798,MEDIUM
multiposture,multiposture_675,22.7917,2.6757,4.2847,2.0319,11.9742,4.0936,MEDIUM
multiposture,multiposture_676,23.2125,2.7209,4.1651,2.0272,11.6415,4.0406,MEDIUM
multiposture,multiposture_677,23.1213,2.7192,3.1083,1.969,11.7111,3.9931,MEDIUM
multiposture,multiposture_678,23.1309,2.7829,2.9927,1.9711,11.5614,3.7652,MEDIUM
multiposture,multiposture_679,21.7118,2.8547,2.8685,1.9974,11.682,2.9833,MEDIUM
multiposture,multiposture_680,21.4389,2.8609,2.7973,1.9958,11.7571,2.8125,MEDIUM
multiposture,multiposture_681,20.9123,2.8792,3.1424,2.0632,11.5813,2.5461,MEDIUM
multiposture,multiposture_682,20.8707,2.9816,3.4592,2.0882,11.7315,2.2964,MEDIUM
multiposture,multiposture_683,20.6076,2.9539,3.281,2.0736,11.8169,2.2766,MEDIUM
multiposture,multiposture_684,20.148,3.0237,3.2044,2.0697,11.746,1.8966,MEDIUM
multiposture,multiposture_685,20.0993,3.0295,3.1127,2.0609,11.7972,1.8909,MEDIUM
multiposture,multiposture_686,20.1246,2.9832,3.1069,2.0654,11.9268,1.884,MEDIUM
multiposture,multiposture_687,20.1478,2.9757,3.1603,2.3624,12.4379,1.8059,MEDIUM
multiposture,multiposture_688,21.0927,2.9423,3.1755,2.4996,11.9327,2.4551,MEDIUM
multiposture,multiposture_689,3.0918,3.4995,24.4633,19.4039,11.0017,6.2439,MEDIUM
multiposture,multiposture_690,10.2617,4.7511,21.6769,19.1849,11.4429,6.3618,MEDIUM
multiposture,multiposture_691,17.9964,11.0846,17.0468,21.2105,14.7054,16.6948,MEDIUM
multiposture,multiposture_692,23.2867,13.0145,13.9676,23.284,17.9669,18.4329,HIGH
multiposture,multiposture_693,22.6097,13.6732,13.5919,23.1128,18.8796,20.1745,HIGH
multiposture,multiposture_694,47.2094,26.5918,16.7835,19.5681,31.2695,38.537,HIGH
multiposture,multiposture_695,45.3184,26.8003,16.3028,19.9417,33.8133,39.5383,HIGH
multiposture,multiposture_696,42.7789,26.8128,15.1495,20.2846,35.3655,40.2425,HIGH
multiposture,multiposture_697,43.0433,26.8298,15.0365,20.2475,36.0081,40.2442,HIGH
multiposture,multiposture_698,42.6012,26.7995,14.5896,20.1345,36.6166,40.3063,HIGH
multiposture,multiposture_699,42.3664,26.7476,14.3769,20.3908,37.884,40.3898,HIGH
multiposture,multiposture_700,43.2834,26.7554,14.3412,20.4785,38.3004,40.2475,HIGH
multiposture,multiposture_701,43.6596,26.7635,14.1131,20.1766,38.9551,40.0604,HIGH
multiposture,multiposture_702,43.3877,26.7697,13.4868,20.1855,39.1621,40.1149,HIGH
multiposture,multiposture_703,47.0226,26.0404,12.101,13.9677,36.2995,37.3902,HIGH
multiposture,multiposture_704,47.5786,25.9784,11.6985,10.7321,34.6541,37.1659,HIGH
multiposture,multiposture_705,47.8051,26.1017,12.1887,13.2793,35.9044,37.3169,HIGH
multiposture,multiposture_706,49.8238,26.6101,12.5973,15.9248,37.4303,37.7542,HIGH
multiposture,multiposture_707,49.7574,26.9054,12.807,16.7329,39.3213,38.1806,HIGH
multiposture,multiposture_708,49.4626,26.9262,12.7554,17.0015,39.8896,38.2823,HIGH
multiposture,multiposture_709,44.5866,26.9813,12.6773,17.379,40.1683,39.9338,HIGH
multiposture,multiposture_710,41.4483,27.1309,12.7761,17.6665,40.0202,41.1971,HIGH
multiposture,multiposture_711,41.1124,27.1346,12.9506,17.927,40.1059,41.0766,HIGH
multiposture,multiposture_712,43.2137,27.3765,13.1129,18.4319,39.9655,40.7773,HIGH
multiposture,multiposture_713,44.6015,27.5234,13.0962,18.9328,40.222,40.5013,HIGH
multiposture,multiposture_714,45.4305,27.5256,13.2042,19.4851,41.041,40.1392,HIGH
multiposture,multiposture_715,46.5132,27.6935,13.2951,19.8037,40.9603,40.0749,HIGH
multiposture,multiposture_716,45.9157,27.7053,13.2346,20.3565,40.9585,40.2651,HIGH
multiposture,multiposture_717,46.2387,27.9855,13.2581,20.3936,41.4711,40.7093,HIGH
multiposture,multiposture_718,43.31,27.9183,13.12,21.0669,41.2291,41.5869,HIGH
multiposture,multiposture_719,44.3374,27.9026,12.9224,20.9704,40.5633,41.1446,HIGH
multiposture,multiposture_720,46.6077,27.8581,12.6992,21.0957,40.3281,40.1378,HIGH
multiposture,multiposture_721,46.9266,27.8008,11.9602,21.0445,40.0618,39.9788,HIGH
multiposture,multiposture_722,51.659,27.7186,11.5757,20.3016,40.154,37.7844,HIGH
multiposture,multiposture_723,53.1635,27.6019,11.0435,20.0773,40.0583,36.8662,HIGH
multiposture,multiposture_724,17.9958,22.0907,16.0062,8.5476,1.6827,39.1995,MEDIUM
multiposture,multiposture_725,13.0452,23.2001,16.9827,9.2512,0.1697,43.3091,MEDIUM
multiposture,multiposture_726,12.1743,23.5845,17.0312,10.0623,1.6891,44.3668,MEDIUM
multiposture,multiposture_727,14.2374,24.0162,17.1512,11.0582,2.4753,44.4939,MEDIUM
multiposture,multiposture_728,13.2833,24.2935,17.4116,11.4044,3.0974,45.4684,MEDIUM
multiposture,multiposture_729,13.5214,24.5453,17.8267,11.7848,3.5066,45.9145,MEDIUM
multiposture,multiposture_730,12.6135,24.6934,17.9183,11.8104,3.9063,46.5746,MEDIUM
multiposture,multiposture_731,12.8118,24.9205,17.8271,12.0602,4.7194,46.9862,MEDIUM
multiposture,multiposture_732,13.6569,25.403,18.9358,12.4244,4.8262,47.5823,MEDIUM
multiposture,multiposture_733,14.3499,25.6618,19.5232,12.4892,5.3607,47.8009,MEDIUM
multiposture,multiposture_734,14.2384,25.576,20.0128,12.2067,5.5849,47.656,MEDIUM
multiposture,multiposture_735,13.8727,25.758,20.0791,12.3851,5.6912,48.1531,MEDIUM
multiposture,multiposture_736,13.4601,25.7907,19.6006,12.384,6.0615,48.3219,MEDIUM
multiposture,multiposture_737,12.0031,25.7754,20.2566,11.2806,6.0493,48.8876,MEDIUM
multiposture,multiposture_738,12.1249,26.0441,20.2773,11.6163,6.6739,49.354,MEDIUM
multiposture,multiposture_739,11.6553,25.935,20.0939,11.7596,7.0513,49.3258,MEDIUM
multiposture,multiposture_740,10.7632,25.9485,20.2196,11.8527,7.309,49.6399,MEDIUM
multiposture,multiposture_741,9.6981,25.987,20.4027,12.0873,7.1798,50.0947,MEDIUM
multiposture,multiposture_742,8.9884,25.8285,20.2979,11.9883,7.2055,50.0488,MEDIUM
multiposture,multiposture_743,9.1054,25.8844,20.2007,11.8309,7.095,50.0863,MEDIUM
multiposture,multiposture_744,8.8877,25.9215,20.2595,11.1696,7.2112,50.1621,MEDIUM
multiposture,multiposture_745,7.4112,26.4117,20.7069,10.2512,6.8519,51.6452,MEDIUM
multiposture,multiposture_746,6.9846,26.5987,21.7852,10.1203,7.0451,51.9807,MEDIUM
multiposture,multiposture_747,8.555,26.8562,22.3557,10.6975,7.3514,51.8746,MEDIUM
multiposture,multiposture_748,9.5191,27.037,23.0645,11.2621,7.7231,51.9431,MEDIUM
multiposture,multiposture_749,9.0425,27.0765,22.8692,11.539,7.7553,52.2012,MEDIUM
multiposture,multiposture_750,10.4764,27.5107,23.1522,11.9751,7.4546,52.4998,MEDIUM
multiposture,multiposture_751,10.5753,27.8391,23.5162,12.573,7.7276,53.0892,MEDIUM
multiposture,multiposture_752,10.997,28.0386,23.3003,12.9412,8.0853,53.4269,MEDIUM
multiposture,multiposture_753,11.1921,28.1073,23.5043,13.0864,8.091,53.529,MEDIUM
multiposture,multiposture_754,9.8591,2.9509,16.8333,6.9928,19.5657,2.2407,HIGH
multiposture,multiposture_755,10.736,3.2839,16.2769,7.357,19.6009,2.6289,HIGH
multiposture,multiposture_756,13.8123,3.2595,18.0178,5.1715,18.4326,1.5229,HIGH
multiposture,multiposture_757,13.4176,3.1543,17.7596,5.2176,18.7927,1.4795,HIGH
multiposture,multiposture_758,13.2456,3.111,17.6999,5.1232,18.3749,1.512,HIGH
multiposture,multiposture_759,12.5088,2.8193,17.078,4.9897,18.2209,1.1826,HIGH
multiposture,multiposture_760,12.0456,2.736,17.0497,4.6932,18.625,1.1896,HIGH
multiposture,multiposture_761,11.2313,2.5955,17.266,4.5285,18.5396,1.1243,HIGH
multiposture,multiposture_762,10.3271,2.6727,17.1121,4.4944,18.1976,1.6151,HIGH
multiposture,multiposture_763,5.6652,2.7121,16.4336,4.9269,19.748,3.5672,HIGH
multiposture,multiposture_764,5.5188,2.6953,16.3396,4.798,19.869,3.5777,HIGH
multiposture,multiposture_765,5.6573,2.7444,16.239,5.5967,19.9115,3.6232,HIGH
multiposture,multiposture_766,5.6154,2.7465,16.2167,5.6903,19.8411,3.64,HIGH
multiposture,multiposture_767,5.3479,2.7281,15.7617,5.6855,20.0092,3.7075,HIGH
multiposture,multiposture_768,6.0655,2.4512,16.0595,5.7717,20.2534,2.8413,HIGH
multiposture,multiposture_769,0.325,4.0373,15.7194,12.3143,24.2987,8.7884,HIGH
multiposture,multiposture_770,0.2955,3.7475,15.7378,11.7009,23.857,7.9089,HIGH
multiposture,multiposture_771,1.0804,3.6866,15.697,11.5912,23.0565,7.4742,HIGH
multiposture,multiposture_772,13.7137,3.2279,18.0121,5.1697,18.8088,1.4804,HIGH
multiposture,multiposture_773,8.5832,2.2609,27.221,11.4705,11.6463,0.8702,MEDIUM
multiposture,multiposture_774,9.1308,2.1612,26.5102,11.6224,11.661,0.4159,MEDIUM
multiposture,multiposture_775,9.225,2.1662,26.426,11.6221,11.5791,0.4197,MEDIUM
multiposture,multiposture_776,9.4295,2.1808,26.2925,11.6503,11.6,0.417,MEDIUM
multiposture,multiposture_777,9.5431,2.2468,26.2552,11.5542,11.594,0.5313,MEDIUM
multiposture,multiposture_778,9.917,2.1891,26.0353,11.958,11.6107,0.2775,MEDIUM
multiposture,multiposture_779,10.3771,2.1061,25.8982,11.9654,11.5467,0.1046,MEDIUM
multiposture,multiposture_780,10.8947,2.0702,25.8021,11.9696,11.2261,0.3889,MEDIUM
multiposture,multiposture_781,10.0125,1.6436,25.8231,12.1605,10.9295,0.8567,MEDIUM
multiposture,multiposture_782,9.9213,1.6624,26.0239,12.1666,10.6983,0.7536,MEDIUM
multiposture,multiposture_783,10.5396,1.6241,26.1277,12.6384,10.755,1.0211,MEDIUM
multiposture,multiposture_784,9.8388,1.5574,26.3904,12.1835,11.0009,0.9466,MEDIUM
multiposture,multiposture_785,9.243,1.6363,26.2972,12.0861,11.177,0.5574,MEDIUM
multiposture,multiposture_786,8.8943,1.6401,26.4303,12.0868,12.2572,0.4061,MEDIUM
multiposture,multiposture_787,4.9374,2.1843,26.7604,11.4817,13.6751,2.5914,MEDIUM
multiposture,multiposture_788,5.1524,2.2345,26.6337,11.5357,14.0008,2.5992,MEDIUM
multiposture,multiposture_789,5.2638,2.2092,26.1686,11.506,14.2212,2.5011,MEDIUM
multiposture,multiposture_790,5.372,2.2147,26.1875,11.3769,14.4353,2.4823,MEDIUM
multiposture,multiposture_791,9.735,2.1877,25.8053,11.3769,14.2143,0.596,MEDIUM
multiposture,multiposture_792,9.3848,2.188,25.8218,11.5132,14.1329,0.7656,MEDIUM
multiposture,multiposture_793,8.873,2.186,25.8881,11.589,14.0322,0.9267,MEDIUM
multiposture,multiposture_794,8.8694,2.2188,25.7645,11.6249,13.9919,0.9974,MEDIUM
multiposture,multiposture_795,8.8053,2.2042,25.7679,11.7088,14.0662,0.991,MEDIUM
multiposture,multiposture_796,8.8458,2.23,25.9725,11.7639,13.9724,1.0402,MEDIUM
multiposture,multiposture_797,8.7318,2.206,26.1734,11.973,13.8759,1.036,MEDIUM
multiposture,multiposture_798,8.9195,2.2117,26.0852,12.2433,13.5944,0.9894,MEDIUM
multiposture,multiposture_799,11.1285,2.7429,18.0264,13.8451,15.8047,0.4955,HIGH
multiposture,multiposture_800,10.077,2.2089,18.3199,14.913,16.4287,0.0481,HIGH
multiposture,multiposture_801,9.9356,1.8045,18.701,16.1223,16.4943,0.8212,HIGH
multiposture,multiposture_802,10.1784,1.7795,18.6653,16.8416,16.6699,0.9469,HIGH
multiposture,multiposture_803,10.2357,1.4708,18.9614,16.9765,16.8925,1.6209,HIGH
multiposture,multiposture_804,10.4548,1.2911,19.0418,17.1922,17.1235,2.0388,HIGH
multiposture,multiposture_805,10.3001,1.2914,18.8351,17.0302,17.1696,1.9556,HIGH
multiposture,multiposture_806,10.5177,0.8975,19.2655,17.1445,17.1798,2.9203,HIGH
multiposture,multiposture_807,10.37,0.8162,19.3037,16.7807,17.035,2.99,HIGH
multiposture,multiposture_808,10.2687,0.7451,19.3949,16.4931,16.5202,3.0445,HIGH
multiposture,multiposture_809,10.0535,0.6193,19.682,16.3881,16.4283,3.2277,HIGH
multiposture,multiposture_810,10.0084,0.6099,19.7679,16.3177,16.3934,3.2048,HIGH
multiposture,multiposture_811,9.0473,0.4603,18.5168,16.1181,15.8312,3.0739,HIGH
multiposture,multiposture_812,9.9549,0.7535,18.1077,15.8597,15.7116,2.7689,HIGH
multiposture,multiposture_813,10.2091,0.7565,18.0623,15.8092,15.8253,2.8464,HIGH
multiposture,multiposture_814,9.8832,0.7575,17.9193,15.822,16.0876,2.6718,HIGH
multiposture,multiposture_815,9.9179,0.6685,18.075,15.7101,16.0525,2.8774,HIGH
multiposture,multiposture_816,9.7046,0.7143,19.0472,15.671,15.8275,2.6799,HIGH
multiposture,multiposture_817,9.4077,0.5551,19.368,15.7825,15.9737,2.8913,HIGH
multiposture,multiposture_818,9.4798,0.587,19.2406,15.6944,15.8152,2.835,HIGH
multiposture,multiposture_819,9.831,0.6888,19.6345,15.7299,15.9329,2.7693,HIGH
multiposture,multiposture_820,9.9155,0.5071,19.7285,15.7967,16.1056,3.2212,HIGH
multiposture,multiposture_821,9.9852,0.5276,19.7418,15.7278,15.8396,3.1869,HIGH
multiposture,multiposture_822,10.4894,0.6773,19.5842,15.8551,15.7611,3.0419,HIGH
multiposture,multiposture_823,10.5155,0.604,19.4822,16.025,15.8715,3.2275,HIGH
multiposture,multiposture_824,10.3712,0.4422,19.7165,15.7995,15.5832,3.5335,HIGH
multiposture,multiposture_825,9.9808,0.513,19.4849,15.4598,15.4571,3.2101,HIGH
multiposture,multiposture_826,10.1683,0.5432,19.5203,15.6595,15.4664,3.2054,HIGH
multiposture,multiposture_827,9.897,0.5747,19.3931,15.8098,15.8403,3.0284,HIGH
multiposture,multiposture_828,10.3451,0.5297,19.3441,15.7553,15.7331,3.3047,HIGH
multiposture,multiposture_829,11.0622,4.959,3.7242,10.7677,15.0317,5.8314,HIGH
multiposture,multiposture_830,14.1145,4.3615,4.1701,13.861,15.1096,3.1292,HIGH
multiposture,multiposture_831,14.0476,4.2599,3.1024,13.8233,15.6372,2.966,HIGH
multiposture,multiposture_832,14.3752,4.1762,3.0734,13.7895,15.4996,2.6968,HIGH
multiposture,multiposture_833,14.4806,4.1962,3.1234,14.0255,15.9509,2.7695,HIGH
multiposture,multiposture_834,14.2378,4.1177,3.4972,14.0404,15.8156,2.7558,HIGH
multiposture,multiposture_835,13.0537,3.6947,3.4508,14.1821,16.1523,2.3542,HIGH
multiposture,multiposture_836,12.9997,3.713,3.3673,14.0452,16.2627,2.3947,HIGH
multiposture,multiposture_837,13.2158,3.7074,3.4617,14.079,16.2826,2.335,HIGH
multiposture,multiposture_838,14.0236,3.6566,3.5518,14.3886,16.2542,1.9179,HIGH
multiposture,multiposture_839,14.2161,3.8421,3.3711,14.1964,15.9292,2.1883,HIGH
multiposture,multiposture_840,15.1182,3.6885,4.0605,14.3539,15.5348,1.44,HIGH
multiposture,multiposture_841,15.1241,3.688,3.1757,14.1169,15.5491,1.4454,HIGH
multiposture,multiposture_842,15.7445,3.9395,2.7657,13.8626,15.8237,1.6358,HIGH
multiposture,multiposture_843,16.1632,3.9945,3.9366,14.0194,15.8891,1.6448,HIGH
multiposture,multiposture_844,16.1666,3.9882,3.8884,14.0911,16.015,1.6503,HIGH
multiposture,multiposture_845,15.8529,3.7782,4.1093,13.8751,15.7802,1.2909,HIGH
multiposture,multiposture_846,15.7571,3.7519,4.0911,13.7687,15.7865,1.2748,HIGH
multiposture,multiposture_847,15.8806,3.8165,4.2617,13.5942,15.7896,1.3725,HIGH
multiposture,multiposture_848,16.0068,3.8033,4.2408,13.5928,15.4913,1.3594,HIGH
multiposture,multiposture_849,15.8393,3.9887,3.9492,13.6926,15.6799,1.8186,HIGH
multiposture,multiposture_850,15.8238,3.7166,3.8282,13.6151,15.5553,1.229,HIGH
multiposture,multiposture_851,15.6287,3.733,3.697,13.5789,15.6336,1.3753,HIGH
multiposture,multiposture_852,15.5277,3.8642,3.7412,13.6214,15.4968,1.7205,HIGH
multiposture,multiposture_853,15.507,3.8401,4.4775,13.6984,15.9475,1.6885,HIGH
multiposture,multiposture_854,15.5807,3.8433,4.4693,13.6779,15.9562,1.6535,HIGH
multiposture,multiposture_855,15.6435,3.7477,4.4561,13.8634,15.8742,1.4178,HIGH
multiposture,multiposture_856,16.0509,3.9072,3.9688,13.8127,15.8026,1.5888,HIGH
multiposture,multiposture_857,16.0043,3.8427,3.9305,14.3444,15.8334,1.4701,HIGH
multiposture,multiposture_858,15.8208,3.9299,3.8881,14.1668,16.0183,1.7554,HIGH
multiposture,multiposture_859,10.2757,4.0663,22.0054,13.2188,10.7461,4.6853,MEDIUM
multiposture,multiposture_860,13.3145,3.2512,19.8956,15.8683,12.1871,1.6578,MEDIUM
multiposture,multiposture_861,13.8099,3.1391,19.0224,15.5215,12.853,1.1639,MEDIUM
multiposture,multiposture_862,12.6152,2.925,18.5899,15.4181,13.3186,1.0633,MEDIUM
multiposture,multiposture_863,12.4262,2.9737,18.1943,15.4995,13.6312,1.1771,MEDIUM
multiposture,multiposture_864,16.7743,2.9179,18.5366,15.5246,14.1235,0.7688,MEDIUM
multiposture,multiposture_865,16.8148,3.0295,18.8638,16.0161,14.4296,0.5276,MEDIUM
multiposture,multiposture_866,16.6263,3.0554,18.8982,16.2533,14.5204,0.404,MEDIUM
multiposture,multiposture_867,15.9858,2.9569,18.6683,16.7504,14.7817,0.3621,MEDIUM
multiposture,multiposture_868,16.2474,3.1858,18.6105,17.0433,15.0042,0.049,HIGH
multiposture,multiposture_869,15.0959,3.1457,18.556,17.4259,15.3551,0.3283,HIGH
multiposture,multiposture_870,14.0988,3.2716,18.3021,17.3873,15.1085,1.0189,HIGH
multiposture,multiposture_871,13.3796,3.3026,18.8337,17.2721,15.146,1.3924,HIGH
multiposture,multiposture_872,12.7103,3.2961,18.8121,17.4379,15.2869,1.6874,HIGH
multiposture,multiposture_873,12.3836,3.2736,18.7076,17.4051,15.7642,1.7583,HIGH
multiposture,multiposture_874,12.3903,3.3092,18.6692,17.4793,15.5876,1.8398,HIGH
multiposture,multiposture_875,12.5017,3.4498,18.4535,17.2947,15.6923,2.1608,HIGH
multiposture,multiposture_876,12.5489,3.4606,18.8091,17.3786,15.6538,2.1645,HIGH
multiposture,multiposture_877,12.7025,3.4484,18.8873,17.0688,15.3104,2.107,HIGH
multiposture,multiposture_878,13.5158,3.2239,18.4119,16.6112,15.3283,1.2962,HIGH
multiposture,multiposture_879,13.6325,3.2078,18.2953,16.5182,15.1348,1.2264,HIGH
multiposture,multiposture_880,13.1094,3.0954,18.469,16.3902,15.1322,1.2372,HIGH
multiposture,multiposture_881,13.1507,3.1622,18.2971,15.9841,14.9802,1.3931,MEDIUM
multiposture,multiposture_882,12.1825,3.1846,18.4044,15.5632,15.1912,1.8482,HIGH
multiposture,multiposture_883,11.389,3.2814,18.8428,15.2568,15.7215,2.3767,HIGH
multiposture,multiposture_884,11.1732,3.2381,19.0127,15.1912,15.8834,2.3725,HIGH
multiposture,multiposture_885,10.581,2.9787,18.8055,15.2932,15.6155,2.0664,HIGH
multiposture,multiposture_886,10.3785,2.9746,18.8529,15.1896,15.6041,2.1431,HIGH
multiposture,multiposture_887,10.3823,2.9579,18.8565,15.0771,15.5645,2.1052,HIGH
multiposture,multiposture_888,10.5573,2.9523,18.7524,15.0552,14.8894,2.0624,MEDIUM
multiposture,multiposture_889,21.3381,4.4902,15.2814,6.0883,14.0578,1.7706,MEDIUM
multiposture,multiposture_890,18.9438,4.4158,15.2762,6.2556,14.436,2.059,MEDIUM
multiposture,multiposture_891,17.4081,4.532,15.0555,5.3429,15.0531,2.7562,HIGH
multiposture,multiposture_892,16.2072,4.4773,15.0654,4.3418,15.2782,2.9676,HIGH
multiposture,multiposture_893,15.1991,4.4391,15.3175,4.0512,15.3502,3.1669,HIGH
multiposture,multiposture_894,14.5449,4.3551,15.336,4.0831,15.4262,3.1698,HIGH
multiposture,multiposture_895,13.8422,4.187,15.7442,3.9989,15.5271,3.1231,HIGH
multiposture,multiposture_896,13.5984,4.1188,15.8494,3.737,15.5485,3.0484,HIGH
multiposture,multiposture_897,13.6056,4.1488,15.9127,3.7041,15.2741,3.0842,HIGH
multiposture,multiposture_898,13.5707,4.1729,16.0907,3.7179,15.1181,3.1372,HIGH
multiposture,multiposture_899,13.8611,4.3218,16.3815,3.4565,15.1735,3.3367,HIGH
multiposture,multiposture_900,13.7241,4.214,16.3001,3.4441,15.2644,3.1614,HIGH
multiposture,multiposture_901,13.6479,4.2022,16.567,3.3018,14.9803,3.1695,MEDIUM
multiposture,multiposture_902,13.7878,4.2423,16.4776,3.4231,15.0383,3.1835,HIGH
multiposture,multiposture_903,13.2272,4.0555,16.5088,3.152,15.0432,3.0062,HIGH
multiposture,multiposture_904,13.2982,4.1536,16.4384,3.3208,14.8907,3.1694,MEDIUM
multiposture,multiposture_905,13.5168,4.1586,16.3748,3.4158,14.7785,3.0707,MEDIUM
multiposture,multiposture_906,13.5911,4.1615,16.4405,3.397,14.6374,3.024,MEDIUM
multiposture,multiposture_907,13.8631,4.1603,16.3436,3.2856,14.5282,2.9019,MEDIUM
multiposture,multiposture_908,14.4644,4.3446,15.9628,3.6304,15.1758,3.146,HIGH
multiposture,multiposture_909,14.4593,4.249,15.7587,4.921,15.2033,2.9287,HIGH
multiposture,multiposture_910,15.0969,4.5719,16.2055,4.5708,15.0958,3.3519,HIGH
multiposture,multiposture_911,15.4036,4.5782,16.2098,4.6066,15.1639,3.2363,HIGH
multiposture,multiposture_912,14.8148,4.2334,15.7191,4.1777,15.2252,2.7342,HIGH
multiposture,multiposture_913,14.7252,4.2382,16.2887,3.5598,14.9341,2.7708,MEDIUM
multiposture,multiposture_914,14.687,4.236,16.2643,3.5477,14.6816,2.7615,MEDIUM
multiposture,multiposture_915,14.9948,4.4463,16.199,3.7776,14.709,3.0938,MEDIUM
multiposture,multiposture_916,14.6429,4.3278,16.0932,4.0394,14.7326,2.9798,MEDIUM
multiposture,multiposture_917,14.4969,4.3257,16.2145,3.9983,15.4572,3.0354,HIGH
multiposture,multiposture_918,14.0113,4.3281,16.2128,4.0766,15.8004,3.2155,HIGH
multiposture,multiposture_919,10.5731,2.8859,23.874,11.0523,11.2032,1.5206,MEDIUM
multiposture,multiposture_920,10.0291,2.7656,23.8368,11.003,12.1218,1.5103,MEDIUM
multiposture,multiposture_921,9.2438,2.8782,24.4957,10.9826,12.1618,2.1228,MEDIUM
multiposture,multiposture_922,9.3827,2.9592,24.2201,11.1552,12.5246,2.252,MEDIUM
multiposture,multiposture_923,9.1727,2.7346,24.1103,11.4757,12.7303,1.8514,MEDIUM
multiposture,multiposture_924,9.1163,2.6972,23.9728,11.4076,12.6158,1.81,MEDIUM
multiposture,multiposture_925,9.5545,2.4873,24.0101,11.5857,12.9954,1.2215,MEDIUM
multiposture,multiposture_926,9.7283,2.485,23.8926,11.303,12.9365,1.1268,MEDIUM
multiposture,multiposture_927,9.8868,2.5074,24.0997,11.3334,12.8729,1.1055,MEDIUM
multiposture,multiposture_928,10.1332,2.557,23.9801,11.4736,12.9475,1.0961,MEDIUM
multiposture,multiposture_929,9.7155,2.5737,24.017,11.5601,13.0931,1.3153,MEDIUM
multiposture,multiposture_930,9.5649,2.5184,24.0184,11.5014,13.1294,1.2648,MEDIUM
multiposture,multiposture_931,9.4653,2.5285,24.0145,11.3932,13.152,1.3352,MEDIUM
multiposture,multiposture_932,9.8066,2.5848,24.1311,11.3848,13.0564,1.3268,MEDIUM
multiposture,multiposture_933,9.7931,2.6453,24.1137,11.4288,13.0189,1.4505,MEDIUM
multiposture,multiposture_934,10.0942,2.6349,24.089,11.7272,12.8953,1.3287,MEDIUM
multiposture,multiposture_935,7.4719,2.7773,14.2441,5.8392,12.6107,2.5387,MEDIUM
multiposture,multiposture_936,9.2766,3.1027,13.9114,7.734,13.6733,2.6236,MEDIUM
multiposture,multiposture_937,9.0662,3.2622,14.7153,8.7394,14.0272,3.114,MEDIUM
multiposture,multiposture_938,9.5737,3.386,15.1366,10.2309,13.8755,3.1853,MEDIUM
multiposture,multiposture_939,10.0074,3.3943,16.2888,11.4149,13.6934,3.0041,MEDIUM
multiposture,multiposture_940,9.6715,3.3322,15.5091,11.2143,13.5962,2.9874,MEDIUM
multiposture,multiposture_941,9.8906,3.2612,15.639,11.0998,13.4638,2.7271,MEDIUM
