source,sample_id,neck_flexion,trunk_flexion,left_shoulder_elev,right_shoulder_elev,shoulder_symmetry,alignment_deviation,label
multiposture,multiposture_0,2.8543,0.6324,15.9531,6.6897,6.08,2.655,MEDIUM
multiposture,multiposture_1,0.9586,3.7226,26.9733,20.006,8.0807,8.4446,MEDIUM
multiposture,multiposture_2,4.5292,2.9732,27.0468,19.338,10.1886,4.4629,MEDIUM
multiposture,multiposture_3,3.0808,2.7019,27.054,19.5919,11.8442,4.525,MEDIUM
multiposture,multiposture_4,2.0006,2.5244,27.7394,20.129,12.884,4.6605,MEDIUM
multiposture,multiposture_5,2.2053,2.5228,27.691,20.0381,11.9897,4.5478,MEDIUM
multiposture,multiposture_6,2.4807,2.4879,27.5955,19.9228,11.4212,4.3441,MEDIUM
multiposture,multiposture_7,3.693,2.5696,27.4931,20.4715,10.5744,3.9817,MEDIUM
multiposture,multiposture_8,4.6155,2.5656,27.6354,20.4818,10.4722,3.5663,MEDIUM
multiposture,multiposture_9,2.5957,2.5077,27.4793,20.7851,9.4756,4.3399,MEDIUM
multiposture,multiposture_10,4.8961,2.4592,27.2695,21.2641,6.6176,7.1555,MEDIUM
multiposture,multiposture_11,5.5603,2.3186,27.1781,21.0198,6.4184,7.0701,MEDIUM
multiposture,multiposture_12,2.9759,2.2198,14.8424,21.4443,11.8899,3.6122,MEDIUM
multiposture,multiposture_13,19.3003,6.2018,30.3927,24.1051,13.3335,5.5226,MEDIUM
multiposture,multiposture_14,18.7359,6.3145,29.2213,23.4323,13.1994,6.2683,MEDIUM
multiposture,multiposture_15,18.657,6.3262,28.4699,24.0714,13.2815,6.329,MEDIUM
multiposture,multiposture_16,17.5023,6.0266,28.0911,24.4339,13.4262,6.2248,MEDIUM
multiposture,multiposture_17,15.1975,5.5565,28.386,24.7897,12.5326,6.0846,MEDIUM
multiposture,multiposture_18,13.7526,5.2548,28.0643,24.8841,12.2769,6.0078,MEDIUM
multiposture,multiposture_19,13.6208,5.2316,27.8789,24.8336,12.1753,6.0088,MEDIUM
multiposture,multiposture_20,13.5834,5.2368,27.8924,24.9063,12.2443,6.0074,MEDIUM
multiposture,multiposture_21,13.3402,5.2002,27.8117,24.9158,12.2588,6.0065,MEDIUM
multiposture,multiposture_22,13.0181,5.2234,27.9877,24.9582,12.2992,6.1796,MEDIUM
multiposture,multiposture_23,12.5097,5.212,27.7131,24.8451,13.0714,6.3034,MEDIUM
multiposture,multiposture_24,14.9365,5.6608,26.2847,25.4105,10.3117,6.3401,MEDIUM
multiposture,multiposture_25,18.8911,6.1101,26.6661,25.1732,11.3696,5.8755,MEDIUM
multiposture,multiposture_26,19.7652,6.2744,26.1758,24.7379,14.5737,5.456,MEDIUM
multiposture,multiposture_27,19.525,6.3026,26.2591,25.196,12.2451,5.4541,MEDIUM
multiposture,multiposture_28,19.855,6.4504,26.3139,24.2319,12.4705,5.695,MEDIUM
multiposture,multiposture_29,19.0027,6.4731,26.6686,24.0681,13.6114,6.1112,MEDIUM
multiposture,multiposture_30,18.6032,6.4858,26.7092,23.778,13.7186,6.3654,MEDIUM
multiposture,multiposture_31,18.378,6.5242,27.1276,23.7322,13.8981,6.6037,MEDIUM
multiposture,multiposture_32,18.2957,6.5506,27.0085,23.8539,13.8874,6.6973,MEDIUM
multiposture,multiposture_33,18.259,6.5744,27.0087,23.937,13.9378,6.7695,MEDIUM
multiposture,multiposture_34,8.6118,6.118,26.3006,23.0514,18.5837,9.6864,HIGH
multiposture,multiposture_35,18.1556,6.0263,25.6271,23.8868,16.455,6.0682,HIGH
multiposture,multiposture_36,21.0825,6.062,25.8019,24.2622,13.6319,5.3034,MEDIUM
multiposture,multiposture_37,21.9898,6.1121,26.3553,24.4204,12.7754,5.1867,MEDIUM
multiposture,multiposture_38,21.4352,6.7839,19.7806,40.2701,20.8727,6.2557,HIGH
multiposture,multiposture_39,20.0273,7.0606,35.7312,32.4223,22.4242,7.1004,HIGH
multiposture,multiposture_40,18.8454,7.128,35.6,26.412,22.1727,7.5119,HIGH
multiposture,multiposture_41,2.4318,2.593,38.0177,17.9115,13.9709,4.6181,MEDIUM
multiposture,multiposture_42,6.9626,3.2496,50.4635,23.7687,12.9151,4.3828,MEDIUM
multiposture,multiposture_43,8.1579,3.9928,47.9691,23.595,12.7756,5.4055,MEDIUM
multiposture,multiposture_44,9.991,3.8221,43.6163,23.3303,13.2515,4.3241,MEDIUM
multiposture,multiposture_45,3.8237,4.0221,42.0831,21.9461,14.7755,7.0934,MEDIUM
multiposture,multiposture_46,3.9943,4.1534,137.9333,23.4736,8.5233,7.3101,HIGH
multiposture,multiposture_47,3.673,3.8598,65.6806,39.9435,10.9256,6.8142,HIGH
multiposture,multiposture_48,4.5557,3.9812,48.1563,34.2989,12.8799,6.6987,MEDIUM
multiposture,multiposture_49,7.016,3.8262,44.3909,28.3573,12.91,5.2779,MEDIUM
multiposture,multiposture_50,7.2185,3.9006,43.1399,26.102,13.4988,5.3512,MEDIUM
multiposture,multiposture_51,7.7169,4.0015,42.5771,25.0654,13.96,5.3563,MEDIUM
multiposture,multiposture_52,7.8023,4.0636,41.5724,24.4387,14.1557,5.4568,MEDIUM
multiposture,multiposture_53,7.714,4.0614,40.4059,23.539,14.5383,5.4885,MEDIUM
multiposture,multiposture_54,105.0244,27.6326,2.5243,6.0594,4.4582,9.6325,HIGH
multiposture,multiposture_55,105.6906,23.4103,0.5808,5.7952,3.1047,31.3733,HIGH
multiposture,multiposture_56,138.2236,24.7219,0.7739,1.865,6.4396,29.4286,HIGH
multiposture,multiposture_57,163.6077,26.1781,1.9912,0.2004,8.3732,22.294,HIGH
multiposture,multiposture_58,166.3101,22.978,5.8671,1.0183,14.229,38.825,HIGH
multiposture,multiposture_59,173.2519,23.3029,4.7467,0.7101,14.1233,19.9888,HIGH
multiposture,multiposture_60,177.0128,20.793,1.8229,0.4072,16.6336,14.4379,HIGH
multiposture,multiposture_61,178.6466,19.2057,2.1025,0.8738,18.8449,2.4539,HIGH
multiposture,multiposture_62,173.9955,17.8315,1.4608,1.9877,18.1251,3.3645,HIGH
multiposture,multiposture_63,167.0455,16.0906,1.6375,2.5492,18.0629,21.6419,HIGH
multiposture,multiposture_64,165.5836,17.6562,2.0883,2.5509,14.8224,22.5737,HIGH
multiposture,multiposture_65,157.8554,23.2889,1.9088,2.6766,11.4191,36.048,HIGH
multiposture,multiposture_66,160.3579,21.5008,1.8882,2.5592,11.9823,31.4849,HIGH
multiposture,multiposture_67,159.4508,20.8537,1.5798,2.6398,12.4884,34.7544,HIGH
multiposture,multiposture_68,160.4934,20.0184,1.675,2.7191,13.6438,32.9104,HIGH
multiposture,multiposture_69,164.5164,17.5096,0.8158,3.1889,14.0452,25.6566,HIGH
multiposture,multiposture_70,165.6009,16.2206,2.2764,2.4984,14.8546,24.0206,HIGH
multiposture,multiposture_71,166.2948,15.6343,1.8997,2.5433,14.7543,22.5432,HIGH
multiposture,multiposture_72,167.2532,14.6277,0.415,2.5746,15.7339,21.0761,HIGH
multiposture,multiposture_73,168.1039,14.4296,0.7619,2.5558,15.5394,19.3516,HIGH
multiposture,multiposture_74,165.6413,16.2521,0.2673,3.6769,14.9359,24.4217,HIGH
multiposture,multiposture_75,169.0871,14.4584,0.2031,3.5397,16.0322,20.596,HIGH
multiposture,multiposture_76,159.5138,20.5134,0.1459,3.056,14.2098,35.0177,HIGH
multiposture,multiposture_77,83.9006,17.1604,0.7503,1.3254,7.4579,18.7864,HIGH
multiposture,multiposture_78,96.5849,11.806,0.6386,1.3104,9.653,5.2299,HIGH
multiposture,multiposture_79,176.3859,10.7598,0.252,1.2852,11.9755,11.3345,HIGH
multiposture,multiposture_80,123.153,25.7463,4.0317,9.0386,13.2735,66.492,HIGH
multiposture,multiposture_81,111.3132,24.2191,2.6404,7.026,15.0822,59.2942,HIGH
multiposture,multiposture_82,112.6659,24.0994,2.8019,6.1962,15.2938,55.3056,HIGH
multiposture,multiposture_83,147.4422,24.5024,2.9243,5.6776,16.3211,49.852,HIGH
multiposture,multiposture_84,4.973,2.2368,16.7272,8.2189,13.5411,2.6829,MEDIUM
multiposture,multiposture_85,4.8679,2.2963,16.5318,8.6654,14.7859,2.8762,MEDIUM
multiposture,multiposture_86,5.0027,2.3628,16.1379,9.2749,15.0488,2.9753,HIGH
multiposture,multiposture_87,5.5113,2.4495,16.0834,9.6265,15.302,2.959,HIGH
multiposture,multiposture_88,1.6541,2.5297,14.4384,9.3942,15.0062,4.7808,HIGH
multiposture,multiposture_89,2.1896,2.5777,15.0221,9.7526,14.8814,4.6619,MEDIUM
multiposture,multiposture_90,2.5662,2.5547,14.9537,9.8785,15.2812,4.4523,HIGH
multiposture,multiposture_91,1.5196,2.3271,16.0936,9.244,14.5093,4.3767,MEDIUM
multiposture,multiposture_92,2.2159,2.4202,16.2152,9.447,15.274,4.3055,HIGH
multiposture,multiposture_93,5.0995,2.4175,16.1747,9.7741,16.2844,3.104,HIGH
multiposture,multiposture_94,5.8477,2.4764,15.9202,9.7855,17.0139,2.886,HIGH
multiposture,multiposture_95,54.8129,6.3038,5.462,2.5005,5.6315,9.9484,HIGH
multiposture,multiposture_96,62.2773,5.7398,3.8624,3.3914,5.7943,11.2376,HIGH
multiposture,multiposture_97,62.6936,6.7384,2.8252,3.0385,11.946,11.2616,HIGH
multiposture,multiposture_98,141.1454,5.8663,4.3083,2.4816,11.1775,9.7952,HIGH
multiposture,multiposture_99,164.2084,7.5707,3.4613,3.8936,3.8406,8.8362,HIGH
multiposture,multiposture_100,154.8753,1.9197,5.174,3.9352,4.7673,22.9113,HIGH
multiposture,multiposture_101,158.0963,2.662,5.1158,4.594,5.666,18.135,HIGH
multiposture,multiposture_102,161.7786,0.3813,6.1229,3.0792,6.5362,19.1643,HIGH
multiposture,multiposture_103,149.3921,1.9131,6.8242,0.8838,11.0042,24.739,HIGH
multiposture,multiposture_104,156.4052,2.6085,6.5924,1.0562,10.7871,24.583,HIGH
multiposture,multiposture_105,151.6177,5.6032,7.3433,1.5312,10.2665,36.4358,HIGH
multiposture,multiposture_106,152.5073,5.1903,7.0436,1.4958,6.5422,34.9342,HIGH
multiposture,multiposture_107,162.014,3.7807,6.827,0.8755,4.5444,26.1389,HIGH
multiposture,multiposture_108,97.9754,4.3484,4.9736,0.7169,13.4617,30.155,HIGH
multiposture,multiposture_109,70.544,3.6093,5.0173,1.4261,10.5006,26.5112,HIGH
multiposture,multiposture_110,15.4123,8.0992,4.7438,2.9557,22.5324,11.2205,HIGH
multiposture,multiposture_111,49.8533,8.0474,2.7668,1.24,19.709,6.3875,HIGH
multiposture,multiposture_112,86.2486,5.7603,2.0328,2.4629,16.8218,14.0376,HIGH
multiposture,multiposture_113,138.6755,4.4129,0.1477,0.2614,10.9593,17.1065,HIGH
multiposture,multiposture_114,160.1962,1.2468,1.5153,0.0993,7.9259,22.5353,HIGH
multiposture,multiposture_115,160.635,1.2207,1.6585,0.4835,4.4697,27.8366,HIGH
multiposture,multiposture_116,124.7773,0.9616,0.1124,0.7913,5.2935,26.9899,HIGH
multiposture,multiposture_117,145.5168,0.8417,0.4188,0.7804,5.7796,26.5684,HIGH
multiposture,multiposture_118,167.9376,2.8211,0.1781,0.9429,7.8588,27.8506,HIGH
multiposture,multiposture_119,104.4114,2.2305,0.8764,1.0539,12.3179,15.2006,HIGH
multiposture,multiposture_120,82.8297,2.0859,1.6612,0.8657,10.7442,16.7502,HIGH
multiposture,multiposture_121,165.144,2.2917,2.1844,1.3328,7.8545,20.7216,HIGH
multiposture,multiposture_122,160.9517,3.3381,1.2053,0.0789,7.4817,15.8638,HIGH
multiposture,multiposture_123,152.471,3.7301,0.6461,0.985,6.3462,13.2545,HIGH
multiposture,multiposture_124,9.5063,3.223,7.5795,1.0301,13.7256,3.0226,MEDIUM
multiposture,multiposture_125,3.4191,0.1713,29.9674,19.8834,12.7218,0.9039,MEDIUM
multiposture,multiposture_126,0.5832,0.5789,66.1961,18.205,14.7911,1.0089,HIGH
multiposture,multiposture_127,1.4384,0.4746,29.5418,12.5723,11.9646,0.4683,MEDIUM
multiposture,multiposture_128,1.1226,0.5078,29.5044,12.6595,11.0882,0.6587,MEDIUM
multiposture,multiposture_129,10.3907,2.1454,7.1154,3.3155,11.6039,0.0618,MEDIUM
multiposture,multiposture_130,10.2234,2.1339,6.771,3.7134,12.3363,0.1878,MEDIUM
multiposture,multiposture_131,9.2955,2.0921,6.8763,3.9597,12.9219,0.5225,MEDIUM
multiposture,multiposture_132,8.6588,2.0908,6.8902,3.9867,12.7749,0.8153,MEDIUM
multiposture,multiposture_133,7.9423,2.0893,6.8643,3.9946,12.4017,1.1673,MEDIUM
multiposture,multiposture_134,6.5554,2.1073,6.7612,4.0547,12.1218,1.8235,MEDIUM
multiposture,multiposture_135,6.7533,1.9301,7.1517,4.0492,13.3455,1.4265,MEDIUM
multiposture,multiposture_136,4.8421,1.9455,7.0371,4.0529,12.9962,2.2318,MEDIUM
multiposture,multiposture_137,1.0983,2.0416,17.9521,8.1599,13.2254,3.944,MEDIUM
multiposture,multiposture_138,0.8161,2.0381,16.0141,8.244,13.0272,4.7633,MEDIUM
multiposture,multiposture_139,8.3613,1.2432,15.1457,8.8896,12.6088,0.8558,MEDIUM
multiposture,multiposture_140,10.2095,1.105,14.7399,9.0899,13.4235,1.6439,MEDIUM
multiposture,multiposture_141,2.0775,1.1125,14.6998,8.7571,13.5398,1.5668,MEDIUM
multiposture,multiposture_142,0.4284,1.1361,14.3452,8.5255,13.6886,2.6207,MEDIUM
multiposture,multiposture_143,0.4185,1.1365,14.1073,8.3059,13.5353,2.6156,MEDIUM
multiposture,multiposture_144,0.9341,1.1526,14.9001,5.1581,13.2985,2.8507,MEDIUM
multiposture,multiposture_145,1.5034,1.3289,10.319,3.4909,12.4832,3.4829,MEDIUM
multiposture,multiposture_146,1.4279,1.4608,8.2374,3.1148,12.0864,3.7455,MEDIUM
multiposture,multiposture_147,0.9698,1.5149,7.9357,3.0571,11.8101,3.685,MEDIUM
multiposture,multiposture_148,0.7456,1.5464,7.6262,3.0405,11.823,3.6722,MEDIUM
multiposture,multiposture_149,0.852,1.534,7.4665,3.1225,12.0368,2.9739,MEDIUM
multiposture,multiposture_150,1.5052,1.6559,7.3567,3.1392,12.0516,2.956,MEDIUM
multiposture,multiposture_151,2.0365,1.7403,6.9547,3.3476,12.0502,2.9144,MEDIUM
multiposture,multiposture_152,4.8423,1.7791,5.4079,3.6799,12.2957,2.0829,MEDIUM
multiposture,multiposture_153,7.7804,1.269,10.8576,7.6851,11.6213,0.4256,MEDIUM
multiposture,multiposture_154,7.6171,1.3057,13.3772,10.3049,11.5602,0.4862,MEDIUM
multiposture,multiposture_155,6.1649,1.353,11.6684,8.1199,12.8225,0.8029,MEDIUM
multiposture,multiposture_156,5.0311,1.4182,8.9008,4.9618,13.8577,1.199,MEDIUM
multiposture,multiposture_157,5.1252,1.4016,8.9112,5.4969,13.4435,0.9949,MEDIUM
multiposture,multiposture_158,4.5036,1.4946,8.4555,5.3556,13.0973,1.3829,MEDIUM
multiposture,multiposture_159,9.169,4.4087,24.392,17.0083,15.0337,6.1834,HIGH
multiposture,multiposture_160,9.0382,4.2743,22.8619,16.5433,15.3298,5.9322,HIGH
multiposture,multiposture_161,9.2802,3.8646,21.1545,16.4877,15.696,4.9923,HIGH
multiposture,multiposture_162,9.0447,3.8206,20.7798,15.6877,16.1424,4.957,HIGH
multiposture,multiposture_163,8.5606,3.7534,20.5017,15.5696,16.4529,4.9428,HIGH
multiposture,multiposture_164,8.1155,3.7107,20.64,15.4183,16.7153,4.977,HIGH
multiposture,multiposture_165,6.7285,3.7152,20.6689,15.2814,16.2155,5.42,HIGH
multiposture,multiposture_166,5.6946,3.7356,23.2364,17.3018,15.3301,5.8245,HIGH
multiposture,multiposture_167,5.9039,3.8135,24.0739,17.4682,15.6837,5.9078,HIGH
multiposture,multiposture_168,6.1559,3.8559,24.252,17.5297,15.587,5.892,HIGH
multiposture,multiposture_169,5.8482,3.9099,24.4063,17.6192,15.5318,6.1116,HIGH
multiposture,multiposture_170,4.3394,3.9432,24.4,17.6852,16.0352,6.7323,HIGH
multiposture,multiposture_171,1.0759,3.9153,24.504,17.5414,16.8042,8.6322,HIGH
multiposture,multiposture_172,6.0415,4.0523,24.1918,17.4764,17.9694,10.7778,HIGH
multiposture,multiposture_173,5.0915,4.0742,24.6681,17.4034,17.984,10.5443,HIGH
multiposture,multiposture_174,3.8144,3.5514,25.5053,16.3538,16.4396,8.9056,HIGH
multiposture,multiposture_175,3.4478,3.5245,24.8588,16.17,15.5664,8.5522,HIGH
multiposture,multiposture_176,2.8243,3.5415,24.386,16.2657,14.9858,6.4179,MEDIUM
multiposture,multiposture_177,5.4217,3.5427,23.6551,16.8995,15.3872,5.5476,HIGH
multiposture,multiposture_178,9.9114,3.8922,23.1976,17.8135,16.0035,4.9798,HIGH
multiposture,multiposture_179,11.6697,4.2039,22.5612,18.3789,16.0652,5.0873,HIGH
multiposture,multiposture_180,10.088,3.9957,22.7782,18.1774,16.1338,5.1273,HIGH
multiposture,multiposture_181,9.3632,4.0735,22.536,18.1725,16.5798,5.456,HIGH
multiposture,multiposture_182,10.3641,4.2757,22.3434,18.3258,17.0958,5.4881,HIGH
multiposture,multiposture_183,10.2044,4.2782,22.3689,18.2588,17.3675,5.3599,HIGH
multiposture,multiposture_184,10.4187,4.2737,22.3245,18.3573,17.7436,5.2398,HIGH
multiposture,multiposture_185,10.8611,4.3737,22.22,18.3447,17.8274,5.199,HIGH
multiposture,multiposture_186,11.2313,4.4153,22.1988,18.3157,18.021,5.104,HIGH
multiposture,multiposture_187,11.0726,4.4264,22.1334,17.9251,18.0853,5.1862,HIGH
multiposture,multiposture_188,10.8302,4.3881,22.0923,18.0217,18.2593,5.1979,HIGH
multiposture,multiposture_189,10.422,4.6163,8.5797,9.7697,19.5334,6.0393,HIGH
multiposture,multiposture_190,11.1716,4.6216,8.1783,9.9183,19.7155,5.8471,HIGH
multiposture,multiposture_191,0.2946,4.9568,10.316,10.4609,18.3814,10.3343,HIGH
multiposture,multiposture_192,4.5,4.3781,8.7697,9.9499,16.6933,7.5907,HIGH
multiposture,multiposture_193,6.2035,4.227,8.5429,10.0956,15.4583,6.6896,HIGH
multiposture,multiposture_194,6.3988,4.3384,8.0341,9.8108,14.8013,6.8042,MEDIUM
multiposture,multiposture_195,7.7316,4.4905,7.4492,9.4209,15.0514,6.6073,HIGH
multiposture,multiposture_196,8.1816,4.7143,7.9147,9.2209,15.1925,6.8861,HIGH
multiposture,multiposture_197,8.2123,4.7432,7.7829,9.1862,15.3913,6.9361,HIGH
multiposture,multiposture_198,8.2747,4.7517,7.7981,9.1383,15.3801,6.9251,HIGH
multiposture,multiposture_199,6.9338,4.5686,8.2309,8.8198,16.592,7.1161,HIGH
multiposture,multiposture_200,7.377,4.484,8.1979,8.5454,16.8883,6.7921,HIGH
multiposture,multiposture_201,7.5771,4.4795,7.7465,8.3903,17.0717,6.7168,HIGH
multiposture,multiposture_202,11.4256,4.4961,7.7057,8.1963,17.311,5.3215,HIGH
multiposture,multiposture_203,10.9356,4.479,8.0776,7.8025,17.1043,5.3984,HIGH
multiposture,multiposture_204,11.2902,4.4859,8.0021,7.7248,17.1546,5.3473,HIGH
multiposture,multiposture_205,11.3634,4.5051,7.9191,7.7511,17.4982,5.3759,HIGH
multiposture,multiposture_206,11.6569,4.6019,7.7482,7.8816,17.9221,5.4742,HIGH
multiposture,multiposture_207,11.3532,4.454,7.9296,7.739,17.8833,5.2741,HIGH
multiposture,multiposture_208,7.4052,4.998,1.325,7.8854,19.166,7.8638,HIGH
multiposture,multiposture_209,8.8136,5.1151,1.904,7.71,18.9712,7.6336,HIGH
multiposture,multiposture_210,9.3546,5.1045,2.2666,7.345,18.6033,7.4316,HIGH
multiposture,multiposture_211,9.626,5.1279,2.5016,7.3918,18.9703,7.405,HIGH
multiposture,multiposture_212,8.3204,5.1845,2.6617,7.4145,18.9273,7.9589,HIGH
multiposture,multiposture_213,6.6986,5.1086,2.8965,7.3505,16.3867,8.3341,HIGH
multiposture,multiposture_214,6.8403,5.0822,2.8914,7.4299,15.5056,8.2185,HIGH
multiposture,multiposture_215,6.5651,5.1507,2.7139,7.5458,15.4212,8.4607,HIGH
multiposture,multiposture_216,6.5092,4.9918,2.9156,7.6993,15.0737,8.1466,HIGH
multiposture,multiposture_217,35.5834,31.1402,5.3298,22.996,44.6036,49.6975,HIGH
multiposture,multiposture_218,20.8719,16.3017,10.7205,15.6049,33.691,26.1348,HIGH
multiposture,multiposture_219,21.4471,17.3583,11.5222,16.0529,29.3353,28.087,HIGH
multiposture,multiposture_220,21.4129,17.8529,12.942,16.3058,26.6648,29.1451,HIGH
multiposture,multiposture_221,22.1314,18.0995,12.7449,16.7627,26.0761,29.3705,HIGH
multiposture,multiposture_222,23.998,18.609,13.5949,17.5145,25.9993,29.6405,HIGH
multiposture,multiposture_223,32.0438,17.1273,15.7364,2.3103,22.702,23.3427,HIGH
multiposture,multiposture_224,26.9169,16.9146,15.549,4.8684,19.8431,25.5393,HIGH
multiposture,multiposture_225,29.6223,16.7531,15.6211,5.2211,19.389,24.1046,HIGH
multiposture,multiposture_226,30.3175,16.6747,17.156,2.2787,18.6375,22.9793,HIGH
multiposture,multiposture_227,29.6748,16.5977,16.9866,2.3202,18.3892,22.6297,HIGH
multiposture,multiposture_228,28.7191,16.265,16.8274,1.956,16.8649,22.3514,HIGH
multiposture,multiposture_229,28.2983,16.0791,17.1096,1.3193,18.8697,22.3025,HIGH
multiposture,multiposture_230,10.1239,22.6143,8.8692,8.0424,27.4915,43.3102,HIGH
multiposture,multiposture_231,14.307,34.4885,1.066,13.7333,50.5261,73.0375,HIGH
multiposture,multiposture_232,55.2772,31.9735,7.3665,26.1585,42.4897,41.5905,HIGH
multiposture,multiposture_233,29.1931,20.3445,14.4383,20.9011,27.6248,30.1552,HIGH
multiposture,multiposture_234,25.1843,19.1456,15.3576,19.0418,25.3742,29.7522,HIGH
multiposture,multiposture_235,26.3789,20.4113,14.0284,20.0437,30.8846,31.8306,HIGH
multiposture,multiposture_236,24.3428,28.9096,1.3215,30.4051,42.6203,50.2929,HIGH
multiposture,multiposture_237,26.9312,27.8521,3.9707,30.2819,40.989,47.1236,HIGH
multiposture,multiposture_238,28.8769,27.2508,3.5836,31.1179,39.9917,45.0247,HIGH
multiposture,multiposture_239,46.7868,19.9749,6.0541,26.8157,20.5028,20.6525,HIGH
multiposture,multiposture_240,16.4788,22.1906,1.4013,29.5063,23.6167,40.148,HIGH
multiposture,multiposture_241,17.5238,25.5711,2.6944,30.6484,30.3763,46.2661,HIGH
multiposture,multiposture_242,17.4378,27.1919,3.3464,31.0681,34.7836,49.1154,HIGH
multiposture,multiposture_243,36.5738,30.1258,6.6949,9.9967,38.8147,47.7319,HIGH
multiposture,multiposture_244,39.4565,31.4803,6.1614,8.4401,37.4179,48.7484,HIGH
multiposture,multiposture_245,43.3444,32.1907,6.3029,9.5807,35.9139,48.1152,HIGH
multiposture,multiposture_246,45.7877,32.6554,6.1801,9.0026,35.2924,47.713,HIGH
multiposture,multiposture_247,17.7253,20.254,10.2987,18.6768,27.9558,35.351,HIGH
multiposture,multiposture_248,39.1508,26.0116,3.4301,21.0794,29.4623,39.8822,HIGH
multiposture,multiposture_249,41.0362,27.9037,4.4374,21.9241,31.5163,42.6946,HIGH
multiposture,multiposture_250,41.7189,30.2535,1.4626,23.3681,34.1961,47.0882,HIGH
multiposture,multiposture_251,35.7573,30.8404,2.0937,23.7107,33.3796,49.8938,HIGH
multiposture,multiposture_252,37.4688,30.5146,2.9699,23.597,32.7073,48.8529,HIGH
multiposture,multiposture_253,38.8605,30.9118,3.1324,22.8888,33.304,49.1054,HIGH
multiposture,multiposture_254,40.7885,30.7992,2.5174,22.8705,33.4424,48.3629,HIGH
multiposture,multiposture_255,40.8593,30.7601,2.6516,23.2097,33.732,48.327,HIGH
multiposture,multiposture_256,39.9866,30.6747,2.7548,23.2456,33.8602,48.4346,HIGH
multiposture,multiposture_257,40.5457,30.8914,2.1308,23.5538,34.2866,48.7237,HIGH
multiposture,multiposture_258,41.4187,31.1303,2.1708,23.5844,34.3042,48.9098,HIGH
multiposture,multiposture_259,41.1537,31.0597,2.2289,23.3498,34.4345,48.8101,HIGH
multiposture,multiposture_260,41.8968,31.2854,2.2845,22.5778,34.2867,48.8933,HIGH
multiposture,multiposture_261,17.255,37.2937,0.4544,27.7311,49.1496,66.3747,HIGH
multiposture,multiposture_262,25.9728,38.5627,2.826,28.7902,49.2295,66.1618,HIGH
multiposture,multiposture_263,28.8718,38.9879,1.9683,29.2698,49.3816,65.923,HIGH
multiposture,multiposture_264,28.7574,39.5885,2.1831,29.109,49.0138,66.8506,HIGH
multiposture,multiposture_265,25.5178,39.2094,2.6065,28.7136,48.0891,67.2032,HIGH
multiposture,multiposture_266,22.3636,39.3631,4.6103,28.4366,48.7635,68.4285,HIGH
multiposture,multiposture_267,26.5099,39.843,3.6083,29.1162,49.0423,68.0422,HIGH
multiposture,multiposture_268,21.7484,40.256,4.8293,29.9415,49.4679,70.2288,HIGH
multiposture,multiposture_269,17.9899,39.9603,8.2738,29.5914,49.7115,71.1569,HIGH
multiposture,multiposture_270,16.3068,39.8218,8.7823,29.1849,49.7147,71.6549,HIGH
multiposture,multiposture_271,18.0661,39.8697,8.1527,28.9981,50.0358,71.2511,HIGH
multiposture,multiposture_272,18.473,40.1145,7.8987,29.5513,50.1451,71.5166,HIGH
multiposture,multiposture_273,18.8911,39.9938,8.1862,29.5384,50.0181,71.1576,HIGH
multiposture,multiposture_274,18.8659,39.9441,7.9832,29.5368,49.9209,70.9699,HIGH
multiposture,multiposture_275,19.2329,40.3098,7.3904,30.1832,49.2353,71.4896,HIGH
multiposture,multiposture_276,26.9042,40.7681,2.4755,33.8437,50.9785,70.5673,HIGH
multiposture,multiposture_277,26.5725,26.1668,13.751,17.3025,14.2217,43.9431,MEDIUM
multiposture,multiposture_278,22.6368,25.7898,12.2261,17.1802,15.1856,44.8258,HIGH
multiposture,multiposture_279,20.114,25.4067,10.4178,17.0673,14.9231,45.2205,MEDIUM
multiposture,multiposture_280,18.0957,25.2507,9.391,17.3879,14.1607,45.9052,MEDIUM
multiposture,multiposture_281,16.7682,25.3177,8.3839,17.04,12.9053,46.7542,MEDIUM
multiposture,multiposture_282,15.3936,25.3436,8.1809,16.3551,12.6972,47.4849,MEDIUM
multiposture,multiposture_283,14.6894,25.1667,7.6629,16.15,12.7458,47.4683,MEDIUM
multiposture,multiposture_284,13.9022,25.1013,7.5122,16.0093,13.2541,47.7059,MEDIUM
multiposture,multiposture_285,13.1101,25.0865,7.3209,15.81,13.6022,48.005,MEDIUM
multiposture,multiposture_286,19.1268,20.0896,11.6836,5.7245,0.7083,34.6057,MEDIUM
multiposture,multiposture_287,20.4544,24.1955,4.7024,7.9028,2.5026,42.0241,MEDIUM
multiposture,multiposture_288,22.9546,24.7248,3.5311,9.1985,5.2082,42.3436,MEDIUM
multiposture,multiposture_289,11.9369,22.6435,51.912,7.2307,15.2343,42.3063,HIGH
multiposture,multiposture_290,16.7889,20.4161,150.3087,1.5048,43.6085,41.932,HIGH
multiposture,multiposture_291,11.0767,20.0725,123.8878,0.8522,44.0359,42.1549,HIGH
multiposture,multiposture_292,5.3379,19.7511,100.399,2.094,34.8982,41.8015,HIGH
multiposture,multiposture_293,11.4835,23.1803,4.0978,5.5069,18.3125,44.1248,HIGH
multiposture,multiposture_294,27.7569,23.2701,8.8773,6.2193,15.2302,37.6434,HIGH
multiposture,multiposture_295,31.4537,24.3729,8.965,7.6633,13.9281,38.4323,HIGH
